"Sigla","Dados da contratação","Vl Global","Inicio Vigência","Fim Vigência","Download"
"EMSERH","Contratada: AZULL DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição Material Médico-Hospitalar – Diversos, ITENS Nº 07, para atender a demanda das Unidades Hospitalares administradas pela EMSERH.                                                          Processo/Ano: 204251/2022                                                          Contrato/Ano: 175/2023                                                          Dt. Assinatura: 23/03/2023","23.500,00","23/03/2023","23/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: GOLD HOSPITALAR COMERCIO E REPRESENTAÇÕES LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição Material Médico-Hospitalar – Diversos, ITENS Nº 06, para atender a demanda das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 204251/2022                                                          Contrato/Ano: 174/2023                                                          Dt. Assinatura: 23/03/2023","19.800,00","23/03/2023","23/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: MASTERMED COMERCIAL LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição Material Médico-Hospitalar – Diversos, ITENS Nº 09, para atender a demanda das Unidades Hospitalares administradas pela EMSERH.                                                          Processo/Ano: 204251/2022                                                          Contrato/Ano: 176/2023                                                          Dt. Assinatura: 23/03/2023","17.100,00","23/03/2023","23/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: MEDICINALE DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada no Fornecimento de Medicamentos Diverso IV (ITEM 01) para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 164162/2022                                                          Contrato/Ano: 143/2023                                                          Dt. Assinatura: 03/04/2023","64.000,00","03/04/2023","03/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: NORD PRODUTOS EM SAUDE LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada para o Fornecimento de medicamentos ANTIBIÓTICOS e AINES (LOTE 16) para atender as necessidades Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 66094/2022                                                          Contrato/Ano: 200/2023                                                          Dt. Assinatura: 10/04/2023","435.240,00","10/04/2023","10/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M.A.SILVA E CIA LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada no Fornecimento de Medicamentos BRONCODILATADOR E GRANDES VOLUMES – ITEM 05, para atender as necessidades das Unidades Hospitalares administradas pela Empresa Maranhense de Serviços Hospitalares                                                          Processo/Ano: 204181/2022                                                          Contrato/Ano: 243/2023                                                          Dt. Assinatura: 08/05/2023","102.000,00","08/05/2023","08/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: M.A.SILVA E CIA LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Fornecimento de nutrição enteral, itens 01, 03, 05, 09 e 28, para atender as necessidades das Unidades de Saúde administradas pela EMSERH                                                          Processo/Ano: 137608/2022                                                          Contrato/Ano: 244/2023                                                          Dt. Assinatura: 08/05/2024","742.428,00","08/05/2023","08/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: IMPULSE PRODUTOS HOSPITALARES LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: contratação de empresa especializada para Aquisição de Materiais Médico-Hospitalares, Tipo SONDAS de Trato Digestivo e Urinário, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 35865/2022                                                          Contrato/Ano: 147/2023                                                          Dt. Assinatura: 12/04/2023","29.110,00","12/04/2023","12/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: IMPULSE PRODUTOS HOSPITALARES LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: a contratação de empresa especializada para o fornecimento de Materiais da Anestesia e Gasoterapia, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 8284/2022                                                          Contrato/Ano: 234/2023                                                          Dt. Assinatura: 04/05/2023","899,50","04/05/2023","04/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: MUSTANG PLURON QUIMICA LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada em Aquisição de Materiais Médico – Hospitalares, Tipo: Ácido Peracético, Bolsa de Colostomia, Sonda Uretral e outros, ITENS Nº 03 e 04, para atender as necessidades das Unidades Hospitalares, administradas pela EMSERH.                                                          Processo/Ano: 83785/2022                                                          Contrato/Ano: 208/2023                                                          Dt. Assinatura: 12/04/2023","24.468,00","12/04/2023","12/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: RC RAMOS COMÉRCIO LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: contratação de empresa especializada para Fornecimento de Materiais de Expediente para atender as unidades de saúde administradas pela EMSERH                                                          Processo/Ano: 240347/2022                                                          Contrato/Ano: 239/2023                                                          Dt. Assinatura: 27/04/2023","440.000,00","27/04/2023","27/04/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ADESTACK AUTOADESIVOS E LAMINADOS LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Contratação de empresa especializada para o fornecimento de Etiquetas auto-adesivas e Ribbons para impressoras térmicas e ZEBRA TLP 2844 para o Laboratório Central de Saúde Pública do Maranhão (IOC/LACEN-MA)                                                          Processo/Ano: 8335/2022                                                          Contrato/Ano: 232/2023                                                          Dt. Assinatura: 04/05/2023","51.219,60","04/05/2023","04/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: EXCLUSIVE FITPLAY FITNESS E PLAYGROUNDS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de materiais de cinesioterapia para utilização em salas de parto humanizado e Centros de Reabilitação, ITENS Nº 24, afim atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 168934/2022                                                          Contrato/Ano: 254/2023                                                          Dt. Assinatura: 02/05/2023","17.180,00","02/05/2023","02/05/2025","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: HOSPSHOP PRODUTOS HOSPITALARES LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para aquisição de Materiais Médico-Hospitalares, Tipo Cânula de Guedel, Fixador Citológico e outros – ITENS 01, 02, 03, 04, 05, 06, 07, 09 e 10, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 37622/2022                                                          Contrato/Ano: 250/2023                                                          Dt. Assinatura: 09/05/2023","1.495.400,00","09/05/2023","09/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: J B GOMES EIRELI                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: O fornecimento de nutrição enteral, itens 07 08, 12, 13, 14,17, 18, 21, 22, 23, 24, 25, 26, 29 e 31, para atender as necessidades das Unidades de Saúde administradas pela EMSERH                                                           Processo/Ano: 137608/2022                                                          Contrato/Ano: 246/2023                                                          Dt. Assinatura: 09/05/2023","1.574.200,40","09/05/2023","09/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: FIRESEG COMERCIAL LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Aquisição de placas educativas, de sinalização de segurança, contra incêndio, pânico e rota de fuga.                                                          Processo/Ano: 228830/2022                                                          Contrato/Ano: 299/2023                                                          Dt. Assinatura: 30/05/2023","212.212,80","30/05/2023","30/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: IMPACTO PRODUTOS MÉDICOS E HOSPITALARES LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada no Fornecimento de materiais odontológicos, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH.                                                          Processo/Ano: 171779/2022                                                          Contrato/Ano: 296/2023                                                          Dt. Assinatura: 05/06/2023","51.426,00","05/06/2023","05/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ATA NOBREAK SISTEMAS DE ENERGIA LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: Contratação de empresa especializada para a aquisição com instalação de 02 (dois) Nobreaks 15 KVA, visando atender o Data Center localizado na Sede Administrativa da EMSERH                                                          Processo/Ano: 200385/2022                                                          Contrato/Ano: 327/2023                                                          Dt. Assinatura: 05/06/2023","63.000,00","05/06/2023","05/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: DNA MED BRASIL LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Aquisição de Materiais Médico-Hospitalares, tais quais: Agulha de Acupuntura, Agulha Intraóssea, Catéter Epidural, Sonda Foley e afins, itens 01, 02 e 03, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 122937/2022                                                          Contrato/Ano: 328/2023                                                          Dt. Assinatura: 07/06/2023","11.750,00","07/06/2023","07/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: ALL SOLUTIONS MEDICAL PRODUTOS MÉDICOS HOSPITALARES LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Aquisição de Materiais Médico-Hospitalares, tais quais: Agulha de Acupuntura, Agulha Intraóssea, Catéter Epidural, Sonda Foley e afins, item 04, para atender as necessidades das Unidades Hospitalares administradas pela EMSERH                                                          Processo/Ano: 122937/2022                                                          Contrato/Ano: 328/2023                                                          Dt. Assinatura: 07/06/2023","78.000,00","07/06/2023","07/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"EMSERH","Contratada: BTV TECNOLOGIA E SERVIÇOS LTDA                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO DE TELEVISORES, visando atender às necessidades da SEDE ADMINISTRATIVA/EMSERH.                                                          Processo/Ano: 215745/2022                                                          Contrato/Ano: 326/2023                                                          Dt. Assinatura: 13/06/2023","94.299,93","13/06/2023","13/06/2024","Detalhar                                                                                                                                                                                                                PDF"
"FEMA","Contratada: GLOBAL SERVIÇOS & COMERCIO LTDA                                                                                                                        Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: O presente Contrato tem por objeto a contratação de empresa para a prestação de serviços de limpeza e conservação, recepção, copeiragem e carregamento, com fornecimento de mão de obra, materiais e equipamentos, nas instalações físicas dos prédios sede e anexo da Secretaria de Meio Ambiente e Recursos Naturais – SEMA, mediante adesão à ATA DE REGISTRO DE PREÇOS – ARP Nº 006/2021 - SEDUC/MA (PREGÃO ELETRÔNICO SRP Nº 003/2021-PO/SARP/MA; PROCESSO ADMINISTRATIVO Nº 0061.309/2021-SEDUC) na qualidade de “carona”.                                                          Processo/Ano:  2203018012/2022                                                          Contrato/Ano: 15/2022-SEMA/MA/2022                                                          Dt. Assinatura: 29/12/2022","1.579.560,00","29/12/2022","29/12/2023","Detalhar                                                                                                                                                                                                                PDF"
"FEMA","Contratada: ELEVADORES OK COMÉRCIO DE PEÇAS, COMPONENTES E SERVIÇOS DE ELEVADORES LTDA,                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: O presente contrato tem como objeto a contratação emergencial de empresa especializada em manutenção preventiva, preditiva e corretiva em 01 (um) elevador da marca Otis, com capacidade para 05 (cinco) passageiros ou 473 Kg, com fornecimento de peças e mão de obra, necessária para execução dos serviços, localizado no Prédio Anexo da Secretaria de Estado de Meio Ambiente e Recursos Naturais - SEMA, situado à Rua Búzios, Quadra 35, Lote 18 nº 04, Bairro Calhau – São Luís,                                                          Processo/Ano: 2203014972/2022                                                          Contrato/Ano: 11/2022/ASSJUR/SEMA./2022                                                          Dt. Assinatura: 07/10/2022","9.300,00","06/10/2022","06/05/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"FMRB","Contratada: HAYOTECK COMERCIO E SERVISOS LTDA _EPP                                                                                                                 Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: AQUISIÇÃO DE MATERIAL DE EXPEDIENTE - TIPO PAPEL                                                          Processo/Ano: 21002/2022                                                          Contrato/Ano: 2022NE000053/2022                                                          Dt. Assinatura: 12/05/2022","1.862,00","01/02/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: AC SERVICOS E SUPORTE EM INFORMATICA LTDA                                                                                                              Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: CONTRATAÇÃO PARA PRESTAÇÃO DE SERVIÇO ESPECIALIZADA EM GESTÃO DOCUMENTAL E DIGITALIZAÇÃO DE DOCUMENTOS                                                          Processo/Ano: 202183/2022                                                          Contrato/Ano: 2/2022                                                          Dt. Assinatura: 16/12/2022","2.959.620,00","16/12/2022","31/12/2023","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: S AMORIM DOS SANTOS - ME                                                                                                                               Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: RECARGA E MANUTENÇÃO DE EXTINTORES                                                          Processo/Ano: 0021748/2022/2022                                                          Contrato/Ano: 2022NE000075/2022                                                          Dt. Assinatura: 20/08/2022","2.372,50","20/02/2022","20/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: VITORIA SERVICOS GERAIS E EMPREENDIMENTO LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: CONTRATAÇÃO DE EMPRESA DE SERVIÇOS DE PLANEJAMENTO,ORGANIZAÇÃO, COORDENAÇÃO , EXECUÇÃO E ACOMPANHAMENTOS DE EVENTOS.                                                          Processo/Ano: 0195706/2022                                                          Contrato/Ano: 09/2022                                                          Dt. Assinatura: 14/12/2022","49.500,00","14/12/2022","18/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: EQUIPAR LOCAÇÃO DE EQUIPAMENTOS E SERVIÇOS EIRELI                                                                                                                       Tipo de Contratação: INEXIBILIDADE                                                          Objeto: ORGANIZAÇÃO DE EVENTOS - PALCO - FINALIZADO - INSCRITO EM RESTOS A PAGAR                                                          Processo/Ano: 0189539/2022                                                          Contrato/Ano: 11/2022                                                          Dt. Assinatura: 14/12/2022","48.500,00","01/12/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: VENTISOL DA AMAZÔNIA INDÚSTRIA DE APARELHOS ELÉTRICOS LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: AQUISIÇÃO DE APARELHOS DE AR-CONDICIONADOS                                                          Processo/Ano: 104391/2022                                                          Contrato/Ano: 01/2022                                                          Dt. Assinatura: 10/08/2022","7.063,10","01/02/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: QUEIROZ PAPÉIS LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: AQUISIÇÃO DE MATERIAL DE EXPEDIENTE                                                           Processo/Ano: 22160/2022                                                          Contrato/Ano: NE000042/2022                                                          Dt. Assinatura: 01/08/2022","1.732,50","01/08/2022","30/11/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: QUEIROZ PAPÉIS LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: AQUISIÇÃO DE MATERIAL DE CONSUMO - TIPO DESCARTÁVEL                                                          Processo/Ano: 18209/2022                                                          Contrato/Ano: 2022NE000047/2022                                                          Dt. Assinatura: 17/05/2022","976,20","01/02/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: QUEIROZ PAPÉIS LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: AQUISIÇÃO DE MATERIAL DE EXPEDIENTE - TIPO PAPEL - PARTE II                                                          Processo/Ano: 89007/2022                                                          Contrato/Ano: 2022NE000045/2022                                                          Dt. Assinatura: 12/05/2022","1.413,60","01/02/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: QUEIROZ PAPÉIS LTDA                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: AQUISIÇÃO DE MATERIAL DE EXPEDIENTE III                                                          Processo/Ano: 33904/2022                                                          Contrato/Ano: 2022NE000049/2022                                                          Dt. Assinatura: 17/05/2022","1.039,81","01/02/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: S. A. A. DOS SANTOS ARAUJO EIRELI                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: MATERIAL DE EXPEDIENTE II                                                          Processo/Ano: 028773/2022/2022                                                          Contrato/Ano: 2022NE000082/2022                                                          Dt. Assinatura: 17/05/2022","675,20","01/02/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: CATIRINA FILMES E PROJETOS AUDIVISUAIS EIRELI                                                                                                          Tipo de Contratação: INEXIBILIDADE                                                          Objeto: CONTRATAÇÃO DIRETA DE ATRAÇÃO ARTISTICA E CULTURAL - FLOR DO SAMBA                                                          Processo/Ano: 0236627/2022/2022                                                          Contrato/Ano: 05/2022/2022                                                          Dt. Assinatura: 14/12/2022","28.000,00","01/12/2022","18/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: CATIRINA FILMES E PROJETOS AUDIVISUAIS EIRELI                                                                                                          Tipo de Contratação: INEXIBILIDADE                                                          Objeto: CONTRATAÇÃO DIRETA DE ATRAÇÃO ARTISTICA E CULTURAL - GRUPO DE PAGODE TIRANDO ONDA                                                          Processo/Ano: 0236631/2022/2022                                                          Contrato/Ano: 07/2022/2022                                                          Dt. Assinatura: 15/12/2022","7.500,00","01/12/2022","18/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: CATIRINA FILMES E PROJETOS AUDIVISUAIS EIRELI                                                                                                          Tipo de Contratação: INEXIBILIDADE                                                          Objeto: CONTRATAÇÃO DIRETA DE ATRAÇÃO ARTÍSTICA E CULTURAL - BOI LENDAS E MAGIAS                                                          Processo/Ano: 0236623/2022/2022                                                          Contrato/Ano: 04/2022/2022                                                          Dt. Assinatura: 14/12/2022","22.000,00","01/12/2022","18/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: CATIRINA FILMES E PROJETOS AUDIVISUAIS EIRELI                                                                                                          Tipo de Contratação: INEXIBILIDADE                                                          Objeto: CONTRATAÇÃO DIRETA DE ATRAÇÃO ARTÍSTICA E CULTURAL - SAMBA DE MINA                                                          Processo/Ano: 0236632/2022/2022                                                          Contrato/Ano: 06/2022/2022                                                          Dt. Assinatura: 14/12/2022","8.000,00","01/12/2022","18/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: Roneia forte Correa-ME                                                                                                          Tipo de Contratação: INEXIBILIDADE                                                          Objeto: CONTRATAÇÃO DE ATRAÇÃO CULTURAL- NEGUINHO DA BEIJA FLOR - NATAL DAS MERCÊS                                                           Processo/Ano: 236630/2022                                                          Contrato/Ano: 03/2022                                                          Dt. Assinatura: 07/12/2022","36.500,00","18/12/2022","18/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FMRB","Contratada: IURI COELHO SERAFINI                                                                                                          Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: AQUISIÇÃO DE APARELHOS DE AR CONDICIONADO                                                          Processo/Ano: 0222723/2022                                                          Contrato/Ano: 08/2022                                                          Dt. Assinatura: 19/12/2022","32.800,00","01/10/2022","31/12/2022","Detalhar                                                                                                                                                                                                                PDF"
"FUNAC","Contratada: BIPIMAR TELECOMUNICACOES LTDA                                                                                                                          Tipo de Contratação: LICITAÇÃO                                                          Objeto: CONTRATO DE EMPRESA ESPECIALIZADA EM SERVIÇO DE LOCAÇÃO DE RÁDIOS COMUNICADORES HT (COM MANUTENÇÃO)                                                          Processo/Ano: 0213176/2022                                                          Contrato/Ano: 008/2023                                                          Dt. Assinatura: 02/05/2023","185.011,20","02/05/2023","01/05/2024","Detalhar                                                                                                                                                                                                                PDF"
"FUNAC","Contratada: ACAI TURISMO E TRANSPORTE EIRELI                                                                                                                 Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Prestação de serviços de emissão de passagens aéreas (LOTE 01)                                                          Processo/Ano: 0028483/2022                                                          Contrato/Ano: 010/2022                                                          Dt. Assinatura: 23/05/2022","500.000,00","23/05/2022","22/05/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"FUNAC","Contratada: ACAI TURISMO E TRANSPORTE EIRELI                                                                                                                 Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Prestação de serviços de emissão de passagens terrestres (LOTE 02)                                                          Processo/Ano: 0028483/2022                                                          Contrato/Ano: 010/2022                                                          Dt. Assinatura: 23/05/2022","500.000,00","23/05/2022","22/05/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"FUNAC","Contratada: ACAI TURISMO E TRANSPORTE EIRELI                                                                                                                 Tipo de Contratação: ADESÃO À ATA DE REGISTRO DE PREÇO                                                          Objeto: Prestação de serviços de emissão de passagens marítimas (LOTE 03)                                                          Processo/Ano: 0028483/2022                                                          Contrato/Ano: 010/2022                                                          Dt. Assinatura: 23/05/2022","500.000,00","23/05/2022","22/05/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
"FUNAC","Contratada: TECHNOCOPY EQUIP. SUPRIMENTOS E SERVICOS LTDA                                                                                                          Tipo de Contratação: DISPENSA                                                          Objeto: Constitui objeto deste contrato a contratação de empresa de PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE IMPRESSORAS conforme planos e valores constantes da proposta adjudicada da contratada que fará parte integrante e inseparável do presente instrumento como se aqui estivesse reproduzido, em anexo, bem como do termo de referência constante no processo n° 0160467/2022.                                                          Processo/Ano: 0160467/2022                                                          Contrato/Ano: 01/2023                                                          Dt. Assinatura: 22/03/2023","17.599,68","22/03/2023","21/03/2024","Detalhar                                                                                                                                                                                                                PDF"
"FUNAC","Contratada: COMERCIAL DO O LTDA                                                                                                                                    Tipo de Contratação: LICITAÇÃO                                                          Objeto: FORNECIMENTO DE ÁGUA MINERAL PARA AS UNIDADES DE IMPERATRIZ/MA.                                                          Processo/Ano: 021840/2022                                                          Contrato/Ano: 012/2022                                                          Dt. Assinatura: 03/06/2022","25.524,00","03/06/2022","02/06/2023","Detalhar                                                                                                                                                                                                                PDF                                                                                                                                                                                                                                                                                                                                 Aditivos                                                                                                                                                                                                                                                                                          Fechar"
