data_criacao_processo,numero_da_licitacao,modalidade,atividade,situacao_do_processo,sigla_orgao_processo,nome_orgao_processo,objeto,tipo_de_licitacao,numero_do_edital,total_proposto,total_homologado
"2021-04-22 17:23:11",00006/SVS/2021,"DISPENSA DE LICITAÇÃO","Analisar Processo","Em andamento",SVS,"SUPERINTENDÊNCIA DE VIGILÂNCIA EM SAÚDE","DISPENSA DE LICITAÇÃO ATRAVÉS DE CHAMAMENTO PÚBLICO para aquisição de Computadores e Impressoras para atendimento do Plano Estadual de Vacinação Contra a COVID 19  Amapá, em consonância com as Diretrizes Nacionais do SUS, visando as rotinas e campanhas de vacinação nos 16 municípios e para Vigilância Sentinela de Síndrome Gripal, com entrega imediata, conforme especificações","Menor Preco"," ",137874.12,0
"2021-04-22 11:22:35",00026/PGE/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CAPACITAÇÃO DE SERVIDORES DA PROCURADORIA GERAL DO ESTADO DO AMAPÁ","Menor Preco"," ",4446,4446
"2021-04-22 09:10:43",00003/RURAP/2021,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",RURAP,"INSTITUTO DE  DESENVOLVIMENTO RURAL DO ESTADO DO AMAPÁ","Aquisição de Material de Consumo para execução do Convênio Federal de Fomento a Pesca e Manejo do Camarão Regional ","Menor Preco",104/2021,694940,0
"2021-04-22 09:10:43",00003/RURAP/2021,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",RURAP,"INSTITUTO DE  DESENVOLVIMENTO RURAL DO ESTADO DO AMAPÁ","Aquisição de Material de Consumo para execução do Convênio Federal de Fomento a Pesca e Manejo do Camarão Regional ","Menor Preco",024/2022,694940,0
"2021-04-19 14:45:11",00025/PGE/2021,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE EQUIPAMENTOS PARA ATIVIDADE DE MERGULHO AUTÔNOMO (CBMAP) (Repetição de Itens Fracassados)","Menor Preco",114/2021,451298.22,0
"2021-04-16 15:24:53",00024/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MOBILIÁRIO","Menor Preco",036/2022,148093149.8,45856978.35
"2021-04-15 17:50:32",00005/FUNSEP/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MINISTRAR O CURSO DE PÓS-GRADUAÇÃO EM DIREITO ADMINISTRATIVO E DIREITO ANTICORRUPÇÃO","Menor Preco"," ",163522.8,163522.8
"2021-04-14 12:07:39",00003/HEMOAP/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,HEMOAP,"INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPÁ","Contratação de Empresa Especializada no Fornecimento de Assinatura de Ferramenta de Pesquisa e Comparação de Preços Praticados pela Administração Pública, para Atender as Necessidades do Instituto de Hematologia e Hemoterapia do Amapá  Hemoap.","Menor Preco"," ",9875,9875
"2021-04-14 10:12:30",00002/POLITEC/2021,"PREGÃO ELETRÔNICO","Autorizar Processo","Em andamento",POLITEC,"POLÍCIA TÉCNICO-CIENTÍFICA","Aquisição de material de consumo cirúrgico, odontológico e hospitalar para o Departamento de Medicina Legal.","Menor Preco",089/2021,469932.75,0
"2021-04-13 10:07:56",00004/FUNSEP/2021,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","AQUISIÇÃO DE MUNIÇÕES REAIS E DE TREINAMENTO","Menor Preco"," ",1115926,0
"2021-04-12 12:10:59",00023/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE SOLUÇÃO DE BACKUP, EQUIPAMENTOS E SERVIÇOS.","Menor Preco",076/2021,12525011.62,5332570
"2021-04-09 09:24:06",00003/FUNSEP/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","AQUISIÇÃO DE SOLUÇÃO DE EXTRAÇÃO DE DADOS EM DISPOSITIVOS MÓVEIS","Menor Preco"," ",853626.02,853626.02
"2021-04-08 11:59:54",00002/SIMS/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SIMS,"SECRETARIA DE ESTADO DA INCLUSÃO E MOBILIZAÇÃO SOCIAL","AQUISIÇÃO DE VEÍCULO TIPO VAN - CEPBF","Menor Preco",075/2021,495333.32,247660
"2021-03-31 12:44:16",00022/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE SUPRIMENTOS DE INFORMÁTICA - TONERS (PMAP)","Menor Preco",072/2021,363431.92,150198
"2021-03-31 09:14:26",00003/DGPC/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","AQUISIÇÃO DE MÓDULO DE FUNCIONAMENTO SISTEMA GUARDIÃO - NGC extended padrão - C, cartões DIGR-02C a.11 e cabos alimentação AC com plug padrão brasileiro.","Menor Preco"," ",15974.35,15974.35
"2021-03-30 10:03:33",00007/CBMAP/2021,"PREGÃO ELETRÔNICO","Criar Processo","Em andamento",CBMAP,"CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAPÁ","Contratação de empresa especializada na prestação de serviços de fornecimento continuado de Oxigênio Medicinal, pelo período de 12 (doze) meses, podendo ser prorrogado por iguais e sucessivos períodos, até o limite máximo de 60 (sessenta) meses, para atender as necessidades do Corpo de Bombeiros Militar do Amapá  CBMAP. Conforme condições, quantidades e exigências estabelecidas neste instrumento.","Menor Preco"," ",0,0
"2021-03-26 12:45:23",00003/SVS/2021,ADESÃO,"Concluir com êxito",Concluído,SVS,"SUPERINTENDÊNCIA DE VIGILÂNCIA EM SAÚDE","Contratação de Empresa para Fornecimento de Combustíveis dos tipos Gasolina Comum, Diesel Comum e Diesel-S10, visando atender a necessidade da frota de veículos e dos Grupos Geradores de Energia da SUPERINDENDÊNCIA DE VIGILÂNCIA EM SAÚDE-SVS/AP","Menor Preco"," ",132331.65,123891.99
"2021-03-25 11:20:13",00003/CREAP/2021,"DISPENSA DE LICITAÇÃO","Ratificar Pretensão de Contratar","Em andamento",CREAP,"CENTRO DE REABILITAÇÃO DO AMAPÁ","CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL HOSPITALAR E CORRELATOS, VISANDO ATENDER AS NECESSIDADES DO CENTRO DE REABILITAÇÃO DO ESTADO DO AMAPÁ - CREAP.","Menor Preco"," ",34716,20670
"2021-03-24 16:50:27",00004/FREBOM/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,FREBOM,"FUNDO DE REEQUIPAMENTO DO CORPO DE BOMBEIROS","Aquisição de materiais de pintura para atender às necessidades dos quartéis do Comando Geral, 1º Grupamento Bombeiro Militar, 2º Grupamento Bombeiro Militar, 7º Grupamento Bombeiro Militar e embarcações utilizadas no serviço de busca e resgate do Corpo de Bombeiros Militar do Amapá.","Menor Preco",079/2021,186048.62,87715.93
"2021-03-24 11:50:13",00002/FUNSEP/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","Contratação do Curso: ""O QUE MUDA COM A NOVA LEI DE LICITAÇÕES?"", VISANDO A VALORIZAÇÃO PROFISSIONAL DOS SERVIDORES DA SEGURANÇA PÚBLICA.","Menor Preco"," ",14987.7,14987.7
"2021-03-22 12:22:46",00021/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS QUE ATUAM NO SISTEMA NERVOSO","Menor Preco",056/2021,121691881.28,14842494.77
"2021-03-22 12:22:46",00021/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS QUE ATUAM NO SISTEMA NERVOSO","Menor Preco",010/2022,121691881.28,14842494.77
"2021-03-18 12:16:26",00002/DGPC/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","AQUISIÇÃO DE MATERIAL DE EXPEDIENTE PARA POLÍCIA CIVIL DO AMAPÁ","Menor Preco",046/2021,374908.34,169114.84
"2021-03-18 10:53:45",00020/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE SOLUÇÃO TECNOLÓGICA COM FORNECIMENTO DE MÓDULOS E CÓDIGOS FONTES DE SOFTWARE DE GESTÃO DE SAÚDE E PRONTUÁRIO ELETRÔNICO, INCLUINDO INTEGRAÇÃO COM SOFTWARES DA ESTADUAL DE SAÚDE DO AMAPÁ, IMPLANTAÇÃO, TREINAMENTO, MANUTENÇÃO LEGAL E SUPORTE TÉCNICO. ","Menor Preco",047/2021,37333972.26,15326800
"2021-03-18 10:47:48",00002/DIAGRO/2021,"DISPENSA DE LICITAÇÃO","Apurar e Emitir Resultado","Em andamento",DIAGRO,"AGÊNCIA DE DEFESA E INSPEÇÃO AGROPECUÁRIA","CONTRATAÇÃO DE EMPRESA ESP. NO FORNEC.DE AASINATURA DE FERRAMENTA DE PESQUISA E COMPARAÇÃO DE PREÇOS PRAT. NA ADM. PUBLICA ","Menor Preco"," ",0,0
"2021-03-17 14:22:50",00019/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL SINTÉTICO E HIDRÁULICO (ÓLEO PARA MOTOR E FLUIDOS EM GERAL)","Menor Preco",135/2021,291215.8,69784.55
"2021-03-17 14:22:50",00019/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL SINTÉTICO E HIDRÁULICO (ÓLEO PARA MOTOR E FLUIDOS EM GERAL)","Menor Preco",084/2021,291215.8,69784.55
"2021-03-17 13:25:57",00001/JUCAP/2021,"DISPENSA DE LICITAÇÃO","Autorizar Processo","Em andamento",JUCAP,"JUNTA COMERCIAL DO ESTADO DO AMAPÁ","Aquisição de material de expediente (CAPAS DE PROCESSOS), para atender as necessidades da Junta Comercial do Estado do Amapá.","Menor Preco"," ",390,0
"2021-03-17 11:05:32",00018/PGE/2021,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZA PARA MINISTRAÇÃO DE CURSO.","Menor Preco"," ",3300,0
"2021-03-17 09:25:12",00017/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDALHAS CONDECORATIVAS","Menor Preco",055/2021,383446,191268
"2021-03-16 10:55:09",00016/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE VEÍCULOS AUTOMOTORES, INCLUINDO AMBULÂNCIA TIPO FURGÃO (SEJUSP)","Menor Preco",083/2021,26591306.72,11782399.8
"2021-03-15 17:01:49",00001/CREAP/2021,"DISPENSA DE LICITAÇÃO","Analisar Processo","Em andamento",CREAP,"CENTRO DE REABILITAÇÃO DO AMAPÁ","Contratação de Empresa para prestação de Serviços Gráficos para a Aquisição de Fachada e Totem do Centro Especializado em Reabilitação, para atender as necessidades de identidade visual do CREAP.","Menor Preco"," ",0,0
"2021-03-15 11:39:23",00015/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE SOLUÇÃO DE SUBSCRIÇÃO DE SUPORTE DE ELASTICSEARCH, LICENÇAS DO TIPO SUBSCRIÇÃO DE PLATAFORMA DE AUTOMAÇÃO DE PROCESSOS ANALÍTICOS, PLATAFORMA DE AUTOMAÇÃO ROBÓTICA, PORTAL DE PERMISSIONAMENTO DE AGENTES ROBÓTICOS (PRODAP)","Menor Preco",147/2021,23659362.36,5566750
"2021-03-15 11:39:23",00015/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE SOLUÇÃO DE SUBSCRIÇÃO DE SUPORTE DE ELASTICSEARCH, LICENÇAS DO TIPO SUBSCRIÇÃO DE PLATAFORMA DE AUTOMAÇÃO DE PROCESSOS ANALÍTICOS, PLATAFORMA DE AUTOMAÇÃO ROBÓTICA, PORTAL DE PERMISSIONAMENTO DE AGENTES ROBÓTICOS (PRODAP)","Menor Preco",094/2021,23659362.36,5566750
"2021-03-12 13:05:09",00006/SEDEL/2021,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","Contratação de Serviços de empresa terceirizada para a execução do Projeto FESTIVAL DE ARTES MARCIAIS no Estado do Amapá  AP.","Menor Preco",106/2021,1754049,158624
"2021-03-12 12:25:52",00014/PGE/2021,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DOS EQUIPAMENTO DE INFORMÁTICA (NOBREAK 6.000VA)","Menor Preco"," ",8880,8880
"2021-03-11 12:46:17",00005/SEDEL/2021,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","CONTRATAÇÃO DE EMPRESAS EM SERVIÇOS TERCEIRIZADOS PARA EXECUÇÃO DO PROJETO FESTIVAL DE ESPORTE E RECREAÇÃO  CONVÊNIO Nº 888853 2019","Menor Preco",133/2021,966362.5,238483.24
"2021-03-10 10:06:51",00013/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE MOTOCICLETAS para PMAP.","Menor Preco",134/2021,229700,74500
"2021-03-10 09:01:21",00002/HEMOAP/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,HEMOAP,"INSTITUTO DE HEMATOLOGIA E HEMOTERAPIA DO AMAPÁ","Contratação de Empresa Especializada no Serviço de Fornecimento de Alimentos (Lanches Prontos, refeições preparadas e Coffee Break).","Menor Preco",003/2022,656264,306676.24
"2021-03-08 11:25:11",00004/SEDEL/2021,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","Contratação de Serviços de empresa terceirizada para a execução do Projeto Futebol Amador no Estado do Amapá  AP.","Menor Preco",113/2021,1666830.56,593234.52
"2021-03-04 15:46:52",00001/SIAC/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SIAC,"SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADÃO ","Aquisição de veículos tipo micro-ônibus adaptado e veículo tipo leve de passeio (hatch), visando atender as necessidades do Sistema Integrado de Atendimento ao Cidadão  SIAC/SuperFácil, conforme condições, especificações e quantitativos constantes no Termo de Referência","Menor Preco",127/2021,3166639.94,664333.33
"2021-03-04 15:46:52",00001/SIAC/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SIAC,"SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADÃO ","Aquisição de veículos tipo micro-ônibus adaptado e veículo tipo leve de passeio (hatch), visando atender as necessidades do Sistema Integrado de Atendimento ao Cidadão  SIAC/SuperFácil, conforme condições, especificações e quantitativos constantes no Termo de Referência","Menor Preco",051/2021,3166639.94,664333.33
"2021-03-03 19:19:12",00012/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL - EPI E EQUIPAMENTOS DE PROTEÇÃO COLETIVA - EPC. ","Menor Preco",067/2021,176870114.4,41211181.26
"2021-03-02 15:43:39",00001/EAP/2021,"DISPENSA DE LICITAÇÃO","Ratificar Pretensão de Contratar","Em andamento",EAP,"ESCOLA DE ADMINISTRAÇÃO PÚBLICA DO AMAPÁ"," AQUISIÇÃO DE EQUIPAMENTOS E SUPRIMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA.","Menor Preco"," ",2074.1,2005.5
"2021-03-02 10:50:04",00001/FCRIA/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,FCRIA,"FUNDAÇÃO DA CRIANÇA E DO ADOLESCENTE","Serviço de Locação de Sistema de Rádio Comunicadores","Menor Preco",138/2021,197583.84,98791.92
"2021-03-02 10:44:23",00001/IPEM/2021,"INEXIGIBILIDADE LEI 13979/2020","Apurar e Emitir Resultado","Em andamento",IPEM,"INSTITUTO DE PESOS E MEDIDAS","CONTRATAÇÃO DA EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS","Menor Preco"," ",32000,0
"2021-02-26 10:12:36",00011/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE MOTORES DE POPA, MOTOR GERADOR E EMBARCAÇÕES, COM FORNECIMENTO DE PEÇAS (PMAP).","Menor Preco",054/2021,508408.24,175280
"2021-02-25 15:46:47",00010/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS","Menor Preco",039/2021,120162579.88,27251478.36
"2021-02-25 15:46:47",00010/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS ANTIMICROBIANOS","Menor Preco",144/2021,120162579.88,27251478.36
"2021-02-25 12:15:41",00002/CGE/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,CGE,"CONTROLADORIA-GERAL DO ESTADO DO AMAPÁ","CONTRIBUIÇÃO ANUAL CONACI 2021.","Menor Preco"," ",7500,7500
"2021-02-25 11:24:16",00003/SEDEL/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","A CONTRATAÇÃO DE EMPRESA PARA AQUISIÇÃO DE MATERIAL DE CONSUMO PARA A REALIZAÇÃO DO PROJETO "" FESTIVAL DE ESPORTE E RECREAÇÃO"" - CONVENIO Nº 888853/2019.","Menor Preco",120/2021,148434,71299
"2021-02-25 10:11:03",00003/FREBOM/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FREBOM,"FUNDO DE REEQUIPAMENTO DO CORPO DE BOMBEIROS","Realização de Processo de INEXIGIBILIDADE de Licitação para aquisição de Testes Psicológicos, visando atender às necessidades do Centro de Saúde do Corpo de Bombeiros Militar do Amapá - CBMAP, conforme condições, quantidades e exigências estabelecidas neste projeto.","Menor Preco"," ",5750.4,5750.4
"2021-02-22 14:59:03",00001/PRODAP/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PRODAP,"CENTRO DE GESTÃO DE TECNOLOGIA DA INFORMAÇÃO","Contratação de empresa especializada na prestação de serviço de acesso à Internet (rede mundial de computadores), em banda dedicada e exclusiva, com velocidade de 02 Gbps(Dois Gigabits por segundo) conforme necessidades do Centro de Gestão da Tecnologia da Informação  PRODAP para prover acesso às entidades do Governo do Estado do Amapá.","Menor Preco",041/2021,2061862.96,238999.92
"2021-02-22 12:01:38",00005/CBMAP/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,CBMAP,"CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA (COMPUTADORES)","Menor Preco",131/2021,323957.84,161888.68
"2021-02-22 11:23:15",00009/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS ANTINEOPLÁSICOS","Menor Preco",057/2021,28981039.34,8410747.08
"2021-02-22 11:23:15",00009/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS ANTINEOPLÁSICOS","Menor Preco",143/2021,28981039.34,8410747.08
"2021-02-18 08:53:29",00003/PMAP/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PMAP,"POLÍCIA MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO EXTINTORES, SINALIZAÇÕES E AFINS COM INSTALAÇÃO","Menor Preco",034/2022,218652.12,43341.89
"2021-02-17 13:51:57",00001/FUNSEP/2021,"TOMADA DE PREÇOS","Concluir com êxito",Concluído,FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A OBRA DE REFORMA E AMPLIAÇÃO DO CIODES/SEJUSP/AP","Menor Preco",001/2021,3127627.74,1385501.7
"2021-02-15 11:34:02",00002/SEDEL/2021,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA E TECNICAMENTE EXPERIENTE NA EXECUÇÃO DO PROJETO ''DESPORTO E LAZER NA COMUNIDADE'' NO ESTADO DO AMAPÁ - AP.","Menor Preco",128/2021,1003016,253288.8
"2021-02-11 11:20:54",00001/SEDEL/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","AQUISIÇÃO DE MATERIAL DE CONSUMO PARA A REALIZAÇÃO DO PROJETO ""DESPORTO E LAZER NA COMUNIDADE"" NO ESTADO DO AMAPÁ/AP- CONVÊNIO 897973","Menor Preco",081/2021,198774,64631.98
"2021-02-11 11:20:54",00001/SEDEL/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","AQUISIÇÃO DE MATERIAL DE CONSUMO PARA A REALIZAÇÃO DO PROJETO ""DESPORTO E LAZER NA COMUNIDADE"" NO ESTADO DO AMAPÁ/AP- CONVÊNIO 897973","Menor Preco",102/2021,198774,64631.98
"2021-02-10 16:42:17",00002/FREBOM/2021,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FREBOM,"FUNDO DE REEQUIPAMENTO DO CORPO DE BOMBEIROS","CONTRATAÇÃO DO SERVIÇO DE PUBLICAÇÃO NA IMPRENSA NACIONAL  DIÁRIO OFICIAL DA UNIÃO (DOU)","Menor Preco"," ",16520,16520
"2021-02-09 14:11:54",00006/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE FINALIDADES ESPECIAIS - EPI'S","Menor Preco",042/2021,291604658.16,99052384.98
"2021-02-09 14:11:54",00006/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE FINALIDADES ESPECIAIS - EPI'S","Menor Preco",152/2021,291604658.16,99052384.98
"2021-02-08 13:13:01",00005/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇO DE COLETA EXTERNA DE RESÍDUOS DE SAÚDE ","Menor Preco",100/2021,1078100,489111.95
"2021-02-08 13:11:56",00001/SIMS/2021,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SIMS,"SECRETARIA DE ESTADO DA INCLUSÃO E MOBILIZAÇÃO SOCIAL","AQUISIÇÃO DE COLETES DE IDENTIFICAÇÃO REFLETIVOS","Menor Preco"," ",13999.5,11850
"2021-02-08 12:09:37",00003/CBMAP/2021,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,CBMAP,"CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO DE PNEUS AUTOMOTIVOS","Menor Preco"," ",15920,15920
"2021-02-05 11:05:46",00002/CBMAP/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,CBMAP,"CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAPÁ","Aquisição de AERONAVE REMOTAMENTE PILOTADA (DRONE), para atender as necessidades do Copo de Bombeiros Militar do Amapá, conforme condições, quantidades e exigências estabelecidas em Termo de Referência.","Menor Preco",086/2021,137932,67000
"2021-02-03 17:26:02",00001/CBMAP/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,CBMAP,"CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO DE VEÍCULO TIPO UTILITÁRIO PICK-UP. (CBMAP)","Menor Preco",141/2021,1114533.32,274900
"2021-02-03 17:26:02",00001/CBMAP/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,CBMAP,"CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO DE VEÍCULO TIPO UTILITÁRIO PICK-UP. (CBMAP)","Menor Preco",095/2021,1114533.32,274900
"2021-02-03 13:19:02",00001/SDC/2021,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",SDC,"SECRETARIA DE ESTADO DO DESENVOLVIMENTO DAS CIDADES","CONTRATAÇÃO DE EMPRESA ESPECIALIZAÇÃO  EM COTAÇÃO DE PREÇOS ON LINE","Menor Preco"," ",8975,0
"2021-02-03 13:01:32",00004/PGE/2021,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS, FOTOLITAGEM, IMPRESSÃO, ACABAMENTO, DIAGRAMAÇÃO, MANUSEIO E EMBALAGEM DE MATERIAL DIDÁTICO-PEDAGÓGICO PARA ATENDER O ¿PROGRAMA CRIANÇA ALFABETIZADA¿.","Menor Preco",060/2021,16430000,6850000
