CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0011/2020,25.216.001131.2020,30/09/2020,30/03/2021,6,HRUECG - 25.1601,13.377.317/0001-93 - CTERT - CENTRO ESPECIALIZADO RENAL E TRANPLANTES S/S,SERVIÇO ESPECIALIZADO NA ÁREA DE SAÚDE,"216.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0011/2020,19.204.000001.2020,29/09/2020,29/09/2021,12,CODATA - 19.0401,33.000.118/0001-79 - TELEMAR NORTE LESTE S/A,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"110.228,40",6.171 CONTRATOS,"10.208.904.525,07"
0012/2020,25.216.001530.2020,30/09/2020,30/03/2021,6,HRUECG - 25.1601,10.734.681/0001-75 - SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA,LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"27.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0016/2020,32.000.800044.2020,30/09/2020,30/03/2021,6,SEDAP - 32.0001,20.906.528/0001-31 - ATRIO SERVIÇOS DE SEGURANCA PRIVADA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"415.398,00",6.171 CONTRATOS,"10.208.904.525,07"
0047/2020,,30/09/2020,30/09/2021,12,SUDEMA - 34.0101,062.085.344-10 - ELANE RAQUEL DO NASCIMENTO SOARES,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",6.171 CONTRATOS,"10.208.904.525,07"
0056/2020,30.000.095137.2020,29/09/2020,28/09/2022,24,SEAD - 19.0001,570.239.727-49 - FRANCISCA DE FÁTIMA MONTEIRO MELLO,LOCAÇÃO DE BENS IMÓVEIS,"151.200,00",6.171 CONTRATOS,"10.208.904.525,07"
0095/2020,31.202.002883.2020,29/09/2020,21/06/2022,21,SUPLAN - 31.0201,10.715.077/0001-00 - ARKO CONSTRUÇÕES LTDA,OBRAS,"3.429.728,37",6.171 CONTRATOS,"10.208.904.525,07"
0096/2020,26.201.014061.2019,29/09/2020,28/09/2021,12,DETRAN - 26.0101,05.318.842/0002-90 - CENTRO DE FORMAÇÃO DE CONDUTORES NOSSA SENHORA DOS REMÉDIOS LTDA-ME,SERVIÇO ESPECIALIZADO,"5.890,56",6.171 CONTRATOS,"10.208.904.525,07"
0101/2020,31.202.001107.2020,29/09/2020,27/05/2021,8,SUPLAN - 31.0201,04.297.655/0001-24 - VIRTUAL ENGENHARIA LTDA,OBRAS,"454.045,72",6.171 CONTRATOS,"10.208.904.525,07"
0102/2020,31.202.000171/2020,29/09/2020,27/07/2021,10,SUPLAN - 31.0201,09.605.291/0001-16 - CBA CONSTRUÇÕES LTDA,OBRAS,"524.123,02",6.171 CONTRATOS,"10.208.904.525,07"
0103/2020,31.202.000906.2020,29/09/2020,20/02/2023,29,SUPLAN - 31.0201,"00.976.179/0001-17 - LINK - ENGENHARIA, INDÚSTRIA E COMÉRCIO LTDA",OBRAS,"5.582.313,99",6.171 CONTRATOS,"10.208.904.525,07"
0408/2020,25.000.1507569.2020,29/09/2020,28/03/2021,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS SA,MEDICAMENTOS,"3.244.935,00",6.171 CONTRATOS,"10.208.904.525,07"
0409/2020,25.000.2307505.2020,29/09/2020,28/03/2021,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS SA,MEDICAMENTOS,"150.447,78",6.171 CONTRATOS,"10.208.904.525,07"
0563/2020,25.000.2404524.2020,30/09/2020,29/09/2021,12,SES - 25.0001,31.627.627/0001-09 - HSME NE 3 SERVIÇOS MEDICOS LTDA,OUTROS SERVIÇOS DE SAÚDE,"3.520.800,00",6.171 CONTRATOS,"10.208.904.525,07"
0564/2020,25.000.2404524.2020,30/09/2020,29/09/2021,12,SES - 25.0001,33.645.321/0001-00 - SIDDHARTA SERVIÇOS MEDICOS LTDA,OUTROS SERVIÇOS DE SAÚDE,"2.160.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0565/2020,25.000.2404524.2020,30/09/2020,29/09/2021,12,SES - 25.0001,31.664.294/0001-80 - JPM SERVIÇOS DE SAUDE EIRELI,OUTROS SERVIÇOS DE SAÚDE,"1.922.400,00",6.171 CONTRATOS,"10.208.904.525,07"
0569/2020,25.000.2404524.2020,30/09/2020,29/03/2022,18,SES - 25.0001,32.385.531/0001-36 - CLINICA MEDICA MATHEUS AGRA LUCAS MACEDO EIRELI,OUTROS SERVIÇOS DE SAÚDE,"777.600,00",6.171 CONTRATOS,"10.208.904.525,07"
0570/2020,25.000.2404524.2020,30/09/2020,29/09/2021,12,SES - 25.0001,35.350.336/0001-69 - CLINICA DE PRONTO ATENDIMENTO RIBEIRO CARDOZO EIRELI,OUTROS SERVIÇOS DE SAÚDE,"1.728.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0572/2020,25.000.2404524.2020,30/09/2020,29/03/2022,18,SES - 25.0001,35.684.110/0001-02 - MARCOS FARIAS MAGALHAES FILHO ME,SERVIÇO DE SAÚDE,"3.240.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0001/2020,25.901.000004.2018,23/09/2020,23/09/2023,36,SES CDC 25.3401,00.029.372/0001-40 - GE HEALTHCARE DO BRASIL COMÉRCIO E SERVIÇOS PARA EQUIPAMENTOS LTDA,SERVIÇO ESPECIALIZADO,"12.498.215,04",6.171 CONTRATOS,"10.208.904.525,07"
0002/2020,220002866262018,23/09/2020,21/05/2021,8,SEE - 22.0001,04.826.424/0001-60 - SPORTS MAGAZINE LTDA,EVENTOS,"784.198,74",6.171 CONTRATOS,"10.208.904.525,07"
0003/2020,08.000.012020.2020,28/09/2020,07/07/2023,34,SERI - 08.0001,02.959.392/0001-46 - UP BRASIL ADMINISTRAÇÃO E SERVIÇOS LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"171.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0008/2020,25.239.000312.2020,25/09/2020,24/03/2021,6,HMDJMP - 25.4001,18.113.863/0001-30 - EMPATECH ENGENHARIA PARA O MEIO AMBIENTE LTDA,SERVIÇO ESPECIALIZADO,"175.809,00",6.171 CONTRATOS,"10.208.904.525,07"
0012/2020,25.239.000313.2020,25/09/2020,24/03/2021,6,HMDJMP - 25.4001,07.759.127/0001-38 - FULLTEC INDUSTRIA COMERCIO E MANUTENÇÃO DE EQUIPAMENTOS LTDA,SERVIÇO DE SAÚDE,"76.800,00",6.171 CONTRATOS,"10.208.904.525,07"
0013/2020,,24/09/2020,24/09/2025,60,SES - 25.0001,08.929.648/0001-59 - PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,6.171 CONTRATOS,"10.208.904.525,07"
0024/2020,31.203.000036.2020,24/09/2020,24/09/2023,36,DOCAS - 31.0301,04.997.899/0001-10 - RWR CONSULTORIA & ASSESSORIA LTDA,SERVIÇO ESPECIALIZADO,"91.200,00",6.171 CONTRATOS,"10.208.904.525,07"
0034/2020,19.000.026101.2019,28/09/2020,31/12/2021,15,SEE - 22.0001,10.673.625/0001-78 - C2 COMERCIO DE MERCADORIAS E SERVIÇOS EIRELI - EPP,MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS,"392.339,05",6.171 CONTRATOS,"10.208.904.525,07"
0039/2020,,28/09/2020,28/09/2021,12,SUDEMA - 34.0101,109.442.944-99 - SAMUEL MARINHO DE ALBUQUERQUE,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",6.171 CONTRATOS,"10.208.904.525,07"
0042/2020,31.201.005320.2019,24/09/2020,24/03/2021,6,DER - 31.0101,08.696.148/0001-14 - PROJETO CONSULTORIA DE ENGENHARIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"147.434,02",6.171 CONTRATOS,"10.208.904.525,07"
0055/2020,30.000.038133.2020,28/09/2020,27/09/2022,24,SEAD - 19.0001,24.378.726/0001-20 - ORION ADMINISTRADORA DE BENS IMÓVEIS LTDA,LOCAÇÃO DE BENS IMÓVEIS,"184.800,00",6.171 CONTRATOS,"10.208.904.525,07"
0098/2020,31.202.002354.2020,24/09/2020,16/06/2022,21,SUPLAN - 31.0201,00.374.836/0001-56 - CONSTRUTORA COPLANAR LTDA,OBRAS,"3.733.725,37",6.171 CONTRATOS,"10.208.904.525,07"
0099/2020,31.202.000947.2020,25/09/2020,15/04/2023,31,SUPLAN - 31.0201,15.027.866/0001-63 - FATHY ARQUITETURA E CONSTRUÇÕES LTDA - ME ,OBRAS,"884.391,99",6.171 CONTRATOS,"10.208.904.525,07"
0100/2020,31.202.000371.2020,25/09/2020,22/06/2021,9,SUPLAN - 31.0201,08.117.778/0001-97 - MARBELLA RESIDENCE INCORPORADORA E CONSTRUTORA LTDA EPP,OBRAS,"2.507.781,20",6.171 CONTRATOS,"10.208.904.525,07"
0270/2020,27.000.004200.2019,24/09/2020,30/10/2021,13,SEDH - 27.0001,02.323.033/0001-06 - UNIDAS VEÍCULOS E SERVIÇOS LTDA,MATERIAL PERMANENTE,"7.708.798,00",6.171 CONTRATOS,"10.208.904.525,07"
0396/2020,25.000.1706501.2020,25/09/2020,04/03/2021,6,SES - 25.0001,29.521.159/0001-33 - HOSPITAL MILAGRES SERVIÇOS DE SAÚDE EIRELLI - EPP,OUTROS MATERIAIS DA ÁREA DE SAÚDE,"229.624,98",6.171 CONTRATOS,"10.208.904.525,07"
0401/2020,25.000.2407594.2020,28/09/2020,26/03/2021,6,SES - 25.0001,04.307.650/0012-98 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,MEDICAMENTOS,"100.162,80",6.171 CONTRATOS,"10.208.904.525,07"
0402/2020,25.000.1307505.2020,28/09/2020,26/03/2021,6,SES - 25.0001,04.307.650/0015-30 - ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA,MEDICAMENTOS,"207.871,30",6.171 CONTRATOS,"10.208.904.525,07"
0403/2020,25.000.1805517.2020,28/09/2020,26/03/2021,6,SES - 25.0001,06.081.203/0001-36 - HOSP LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA,MEDICAMENTOS,"997.600,00",6.171 CONTRATOS,"10.208.904.525,07"
0404/2020,25.000.2703521.2020,28/09/2020,26/03/2021,6,SES - 25.0001,51.780.468/0002-68 - JANSSEN CILAG FAMACEUTICA LTDA,MEDICAMENTOS,"16.543.779,30",6.171 CONTRATOS,"10.208.904.525,07"
0005/2020,25.239.000302.2020,21/09/2020,20/03/2021,6,HMDJMP - 25.4001,01.790.382/0001-67 - VITAI SOLUÇÕES LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"47.040,00",6.171 CONTRATOS,"10.208.904.525,07"
0006/2020,,17/09/2020,15/09/2024,48,SEAD - 19.0001,09.112.236/0001-94 - FUNDAÇÃO NAPOLEÃO LAUREANO,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,6.171 CONTRATOS,"10.208.904.525,07"
0007/2020,25.239.000308.2020,17/09/2020,16/03/2021,6,HMDJMP - 25.4001,11.426.166/0001-90 - DIAGFARMA COMERCIO E SERVIÇO DE PRODUTOS HOSPITALARES E LABORATORIAIS,OUTROS SERVIÇOS DE SAÚDE,"16.278,66",6.171 CONTRATOS,"10.208.904.525,07"
0008/2020,31.204.000663.2020,22/09/2020,21/03/2021,6,CEHAP - 31.0401,20.906.528/0001-31 - ÁTRIO SERVIÇOS DE SEGURANÇA PRIVADA LTDA EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"83.012,88",6.171 CONTRATOS,"10.208.904.525,07"
0019/2020,31.000.001198.2020,22/09/2020,22/01/2022,16,SEIRH - 31.0001,40.610.677/0001-66 - GEOTECHNIQUE - CONSULTORIA E ENGENHARIA LTDA,SERVIÇO ESPECIALIZADO,"1.761.356,14",6.171 CONTRATOS,"10.208.904.525,07"
0041/2020,"31.201.003252,2020",16/09/2020,11/09/2021,12,DER - 31.0101,40.788.598/0001-40 - MAC - MESQUITA ANDRADE CONSTRUÇÕES LTDA,OBRAS DE AMPLIAÇÃO E CONSERVAÇÃO,"3.115.386,42",6.171 CONTRATOS,"10.208.904.525,07"
0054/2020,30.000.449021.2020,21/09/2020,20/09/2022,24,SEAD - 19.0001,548.564.004-44 - FRANCISCO GOMES DE FREITAS,LOCAÇÃO DE BENS IMÓVEIS,"89.400,00",6.171 CONTRATOS,"10.208.904.525,07"
0080/2020,31.206.034119.2019,15/09/2020,15/09/2021,12,CAGEPA - 31.0601,05.052.764/0001-44 - CONSTRUTORA GURGEL SOARES LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"1.186.506,96",6.171 CONTRATOS,"10.208.904.525,07"
0084/2020,26.201.026863.2020,15/09/2020,14/09/2025,60,DETRAN - 26.0101,32.917.874/0001-02 - SEARCH INFORMÁTICA LTDA,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0087/2020,31.206.034858.2019,16/09/2020,14/01/2021,4,CAGEPA - 31.0601,68.390.541/0001-07 - INTERATIVA INDÚSTRIA COMÉRCIO E REPRESENTAÇÕES LTDA ,AQUISIÇÃO DE FERRAMENTAS,"146.100,00",6.171 CONTRATOS,"10.208.904.525,07"
0097/2020,31.202.001218.2020,21/09/2020,15/03/2022,18,SUPLAN - 31.0201,06.230.710/0001-94 - CONSTRUMAIA ENGENHARIA E PROJETOS EIRELI EPP,OBRAS,"1.673.962,35",6.171 CONTRATOS,"10.208.904.525,07"
0157/2020,31.206.038319.2020,21/09/2020,19/01/2021,4,CAGEPA - 31.0601,45.010.717/0001-52 - POLIERG INDÚSTRIA E COMERCIO LTDA ,MATERIAL DE USO ESPECÍFICO,"643.169,32",6.171 CONTRATOS,"10.208.904.525,07"
0179/2020,31.206.023495.2019,21/09/2020,20/06/2021,9,CAGEPA - 31.0601,01.679.707/0001-39 - HELIBOMBAS INDÚSTRIA E COMERCIO DE EQUIPAMENTOS HIDRÁULICOS LTDA ,MÁQUINAS E EQUIPAMENTOS,"127.500,00",6.171 CONTRATOS,"10.208.904.525,07"
0188/2020,31.206.001461.2020,21/09/2020,19/05/2021,8,CAGEPA - 31.0601,02.064.150/0004-37 - TAF INDÚSTRIA DE PLÁSTICO LTDA ,MÁQUINAS E EQUIPAMENTOS,"140.313,60",6.171 CONTRATOS,"10.208.904.525,07"
0189/2020,31.206.001461.2020,17/09/2020,16/05/2021,8,CAGEPA - 31.0601,00.946.219/0001-88 - LAO INDÚSTRIA LTDA ,MÁQUINAS E EQUIPAMENTOS,"828.978,70",6.171 CONTRATOS,"10.208.904.525,07"
0194/2020,31.206.011742.2020,17/09/2020,16/03/2021,6,CAGEPA - 31.0601,17.838.838/0001-51 - PROTEC COMERCIO E SERVIÇOS LTDA ,MÁQUINAS E EQUIPAMENTOS,"51.799,50",6.171 CONTRATOS,"10.208.904.525,07"
0206/2020,31.206.012583.2020R1,18/09/2020,16/01/2021,4,CAGEPA - 31.0601,15.367.556/0001-98 - NUNES INTERLIGAÇÕES LTDA - EPP,SERVIÇO ESPECIALIZADO,"159.762,00",6.171 CONTRATOS,"10.208.904.525,07"
0378/2020,25.000.704572.2020,16/09/2020,16/03/2021,6,SES - 25.0001,63.067.904/0006-69 - LIFE TECNHNOLOGIES BRASIL COMÉRCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA ,OUTROS MATERIAIS DA ÁREA DE SAÚDE,"245.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0384/2020,25.000.405571.2020,18/09/2020,17/03/2021,6,SES - 25.0001,15.800.545/0003-11 - ABBVIE FARMACEUTICA LTDA,MEDICAMENTOS,"413.460,00",6.171 CONTRATOS,"10.208.904.525,07"
0389/2020,19.000.002739.2020,22/09/2020,31/12/2021,15,SES - 25.0001,49.601.107/0001-84 - FRESENIUS HEMOCARE BRASIL LTDA,MATERIAL MÉDICO-HOSPITALAR,"76.500,00",6.171 CONTRATOS,"10.208.904.525,07"
0005/2020,,11/09/2020,10/09/2024,48,SEAD - 19.0001,08.841.421/0001-57 - FUNDAÇÃO ASSISTENCIAL DA PARAÍBA - FAP,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,6.171 CONTRATOS,"10.208.904.525,07"
0006/2020,25.239.000303.2020,11/09/2020,10/03/2021,6,HMDJMP - 25.4001,08.720.054/0001-33 - PRESTAÇÃO DE SERVIÇO DE LINK DE INTERNET FIBRA OPTICA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"15.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0010/2020,,11/09/2020,11/09/2025,60,SEAD - 19.0001,09.151.473/0001-64 - PREFEITURA MUNICIPAL DE CONDADO,CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,6.171 CONTRATOS,"10.208.904.525,07"
0075/2020,26.201.016068.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,35.417.906/0002-71 - MARIA JOSÉ DE ANDRADE SILVA-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0076/2020,26.201.016059.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,08.455.922/0001-03 - CENTRO DE FORMAÇÃO DE CONDUTORES VITÓRIA EIRELI,OUTROS SERVIÇOS ESPECIALIZADOS,,6.171 CONTRATOS,"10.208.904.525,07"
0077/2020,26.201.016050.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,24.281.545/0003-43 - EDILBERTO NUNES PEREIRA-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0078/2020,26.201.015927.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,01.404.575/0001-32 - CENTRO DE FORMAÇÃO DE CONDUTORES POTIGUAR - ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0079/2020,26.201.016048.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,05.318.842/0002-90 - CENTRO DE FORMAÇÃO DE CONDUTORES  NOSSA SENHORA DOS REMÉDIOS LTDA-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0080/2020,26.201.016573.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,10.443.405/0001-58 - AUTO ESCOLA LIVRAMENTO LTDA-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0081/2020,26.201.015974.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,07.829.573/0001-71 - CENTRO DE FORMAÇÃO DE CONDUTORES NOSSA SENHORA APARECIDA,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0082/2020,26.201.016012.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,03.487.503/0001-21 - CENTRO DE FORMAÇÃO DE CONDUTORES NOSSA SENHORA DA LUZ LTDA,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0083/2020,26.201.016047.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,22.939.059/0001-82 - CENTRO DE FORMAÇÃO DE CONDUTORES AUTO ESCOLA CARDOSO,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0085/2020,26.201.016042.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,07.429.100/0001-87 - SOFIA NÓBREGA MEIRELLES-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0090/2020,26.201.016623.2020,14/09/2020,13/09/2021,12,DETRAN - 26.0101,08.907.319/0001-07 - CENTRO DE FORMAÇÃO DE CONDUTORES POSITIVO EIRELLI,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0092/2020,26.201.016053.2020,15/09/2020,14/09/2021,12,DETRAN - 26.0101,07.395.570/0001-77 - EDILBERTO NUNES PEREIRA-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0093/2020,26.201.015975.2020,15/09/2020,14/09/2021,12,DETRAN - 26.0101,07.829.573/0002-52 - CFC NOSSA SENHORA APARECIDA LTDA-ME.,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0093/2020,31.202.001130.2020,14/09/2020,11/06/2021,9,SUPLAN - 31.0201,27.762.169/0001-35 - ENGENHARIA JASPE LTDA ,OBRAS,"23.943,53",6.171 CONTRATOS,"10.208.904.525,07"
0094/2020,31.202.000922.2020,14/09/2020,10/08/2021,11,SUPLAN - 31.0201,"00.976.179/0001-17 - LINK - ENGENHARIA, INDÚSTRIA E COMÉRCIO LTDA",OBRAS,"1.118.384,37",6.171 CONTRATOS,"10.208.904.525,07"
0096/2020,31.202.000234.2020,14/09/2020,08/12/2021,15,SUPLAN - 31.0201,00.374.836/0001-56 - CONSTRUTORA COPLANAR LTDA - EPP,OBRAS,"2.003.193,29",6.171 CONTRATOS,"10.208.904.525,07"
0211/2020,31.206.012474.2020,15/09/2020,15/09/2021,12,CAGEPA - 31.0601,15.634.502/0002-22 - PG QUÍMICA LTDA ,MATERIAL DE USO ESPECÍFICO,"189.999,60",6.171 CONTRATOS,"10.208.904.525,07"
0004/2020,,10/09/2020,09/09/2023,36,SEAD - 19.0001,08.667.206/0001-81 - INSTITUTO SÃO JOSÉ,CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS,,6.171 CONTRATOS,"10.208.904.525,07"
0018/2020,31.000.10000807.2020,10/09/2020,10/09/2023,36,SEIRH - 31.0001,08.766.483/0001-41 - RCA CONSTRUÇÕES LTDA,AMPLIAÇÃO E CONSERVAÇÃO DE ESTAÇÃO DE TRATAMENTO DE ÁGUA,"12.377.083,84",6.171 CONTRATOS,"10.208.904.525,07"
0020/2020,19.000.028017.2019,09/09/2020,10/09/2023,36,SEE - 22.0001,21.331.404/0001-38 - ORLEANS VIAGENS E TURISMO LTDA - ME,PASSAGEM/FRETE/PORTE/ARMAZENAGEM E TRANSPORTE,"1.140.000,00",6.171 CONTRATOS,"10.208.904.525,07"
0035/2020,22.201.000527.2020,09/09/2020,09/09/2021,12,FUNESC - 33.0101,09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"16.200,00",6.171 CONTRATOS,"10.208.904.525,07"
0037/2020,31.201.007070.2019,09/09/2020,05/02/2021,5,DER - 31.0101,03.196.316/0001-99 - AQ CONSTRUTORA EIRELI-EPP,OBRAS,"1.786.781,85",6.171 CONTRATOS,"10.208.904.525,07"
0038/2020,31.201.002679.2020,09/09/2020,05/02/2021,5,DER - 31.0101,03.196.316/0001-99 - AQ CONSTRUTORA EIRELI-EPP,OBRAS,"505.584,00",6.171 CONTRATOS,"10.208.904.525,07"
0039/2020,31.201.001876.2020,09/09/2020,04/12/2021,15,DER - 31.0101,03.006.548/0001-37 - COSAMPA PROJETOS E CONSTRUÇÕES LTDA.,OBRAS,"4.101.824,20",6.171 CONTRATOS,"10.208.904.525,07"
0086/2020,26.201.016575.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,02.912.612/0001-86 - CENTRO DE FORMAÇÃO DE CONDUTORES LIVRAMENTO BESSA LTDA,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0087/2020,26.201.015969.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,14.593.546/0001-08 - RF AUTO ESCOLA LTDA-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0088/2020,26.201.016010.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,22.261.866/0001-99 - CENTRO DE FORMAÇÃO DE CONDUTORES BELEM LTDA ME,OUTROS SERVIÇOS ESPECIALIZADOS,,6.171 CONTRATOS,"10.208.904.525,07"
0089/2020,26.201.015753.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,06.913.579/0001-60 - AUTO ESCOLA SANTO ANTONIO LTDA ,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0091/2020,26.201.016572.2020,11/09/2020,10/09/2021,12,DETRAN - 26.0101,01.642.293/0001-73 - AUTO ESCOLA LIVRAMENTO LTDA-ME,SERVIÇO ESPECIALIZADO,,6.171 CONTRATOS,"10.208.904.525,07"
0204/2020,31.206.016759.2019,11/09/2020,11/09/2021,12,CAGEPA - 31.0601,08.862.530/0002-31 - TIGRE MATERIAIS E SOLUÇÕES PARA CONSTRUÇÃO LTDA ,MATERIAL DE USO ESPECÍFICO,"674.130,00",6.171 CONTRATOS,"10.208.904.525,07"
0210/2020,31.206.028132.2019,09/09/2020,07/04/2021,7,CAGEPA - 31.0601,06.347.221/0002-06 - CAETANO COMÉRCIO E CONSTRUÇÕES LTDA ,MATERIAL DE USO ESPECÍFICO,"502.871,40",6.171 CONTRATOS,"10.208.904.525,07"
0361/2020,25.000.307538.2020,09/09/2020,08/03/2021,6,SES - 25.0001,10.757.876/0001-30 - SR PRODUTOS MEDICOS,OUTROS SERVIÇOS ESPECIALIZADOS,"1.346.850,00",6.171 CONTRATOS,"10.208.904.525,07"
0368/2020,25.000.1606539.2020,11/09/2020,10/03/2021,6,SES - 25.0001,09.053.134/0001-45 - ELFA MEDICAMENTOS S.A,MEDICAMENTOS,"33.283,92",6.171 CONTRATOS,"10.208.904.525,07"
0369/2020,25.000.2804503.2020,11/09/2020,10/03/2021,6,SES - 25.0001,10.757.876/0001-30 - SR PRODUTOS MEDICOS,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"218.400,00",6.171 CONTRATOS,"10.208.904.525,07"
0370/2020,25.000.2804503.2020,11/09/2020,11/03/2021,6,SES - 25.0001,79.805.263/0001-28 - KSS COMERCIO E IND. DE EQUIPAMENTOS MEDICOS LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"72.585,00",6.171 CONTRATOS,"10.208.904.525,07"
0567/2020,25.000.2404524.2020,09/09/2020,08/03/2021,6,SES - 25.0001,33.915.651/0001-60 - MEDPATOS SERVIÇOS MEDICOS LTDA,OUTROS SERVIÇOS DE SAÚDE,"259.200,00",6.171 CONTRATOS,"10.208.904.525,07"
0568/2020,25.000.2404524.2020,09/09/2020,08/03/2021,6,SES - 25.0001,25.249.223/0001-18 - TRIMED GESTAO DE SAUDE SERVIÇOS MEDICOS LTDA,OUTROS SERVIÇOS DE SAÚDE,"129.600,00",6.171 CONTRATOS,"10.208.904.525,07"
0003/2020,19.000.037000.2019,04/09/2020,04/09/2021,12,EMPREENDER - 77.0001,03.284.595/0001-42 - GRUPO NILDO SANEAMENTO E CONSTRUÇÃO LTDA,SERVIÇO ESPECIALIZADO,"912,00",6.171 CONTRATOS,"10.208.904.525,07"
0009/2020,,08/09/2020,08/09/2021,12,SUDEMA - 34.0101,088.023.644-27 - MARIA CECILIA PAIVA NOBREGA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",6.171 CONTRATOS,"10.208.904.525,07"
0011/2020,,08/09/2020,08/09/2022,24,SUDEMA - 34.0101,703.040.484-02 - ALYNE SIQUEIRA BENTO,CESSÃO DE ESTÁGIO CURRICULAR,"16.272,00",6.171 CONTRATOS,"10.208.904.525,07"
