Data Criacao;Num Contrato;Orgao;Resumo Objeto;Num Processo Tce;Num Processo Adm;Tipo Instrumento;Tipo Procedimento;Num Procedimento;Valor Contratado;Status;Contratada;Dt Vig Atual Inicio;Dt Vig Atual Fim;Data Assinatura;Tipo Contrato
31/08/2020;19480/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 8 FRASCOS DE OMALIZUMABE 150MG...;CW-010475/20;3887/2020;NOTA DE EMPENHO;DISPENSA;130/2020;R$ 13.717,68;Encerrado;10832395000142 - BRASIL GATE SERVIÇOS ADMINISTRATIVOS LTDA-ME;26/08/2020;31/12/2020;26/08/2020;Compra - Material de Consumo
31/08/2020;145/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE PRODUTOS PARA CONSERVAÇÃO DE ÓRGÃOS (SOLUÇÃO DE PERFUSÃO PARA CONSERVAÇÃO DE MÚLTIPLOS ...;CW-010465/20;4737/2018;TERMO DE CONTRATO;PREGÃO Nº 24/2019;-;R$ 76.285,00;Encerrado;11769266000110 - IGL AMERICA LATINA PRODUTOS DE TRANSPLANTES E MEDI;06/08/2020;06/08/2021;06/08/2020;Compra - Material de Consumo
31/08/2020;19561/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 180 COMPRIMIDOS DE CLORIDRATO DE METILFENIDATO 20MG...;CW-010463/20;2157/2020;NOTA DE EMPENHO;DISPENSA;123/2020;R$ 1.004,40;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;27/08/2020;31/12/2020;27/08/2020;Compra - Material Permanente
31/08/2020;018/2020;SEFAZ - SECRETARIA DA FAZENDA DO ESTADO;CONVITE PARA CONTRATAÇÃO DA OBRA DE REFORMA DO PRÉDIO ONDE FUNCIONA A AGÊNCIA REGIONAL DE ATENDIMENT...;CW-010461/20;00009.001182/2020-16;TERMO DE CONTRATO;COMPARAÇÃO DE PREÇOS Nº CP 02/2020;-;R$ 130.340,42;Encerrado;04603664000104 - V M PESSOA FEITOSA MONTEIRO - ME;18/08/2020;18/08/2021;18/08/2020;Obra e serviço de engenharia
31/08/2020;105/2020;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA E AMPLIAÇÃO DAS UNIDADES ESCOLARES BAURÉLIO MANGABEIRA EM PIRIPIRI, MANOEL LEAL EM URUÇUÍ, B...;CW-010460/20;0016893/2017;TERMO DE CONTRATO;CONCORRÊNCIA Nº 013/2017;-;R$ 550.421,53;Em edição;08761499000161 - C T CONSTRUÇÕES COMÉRCIO E SERVIÇOS LTDA;13/08/2020;31/12/2021;13/08/2020;Obra e serviço de engenharia
31/08/2020;19562/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO 180 COMPRIMIDOS DE CLORIDRATO DE METILFENIDATO 40MG LA...;CW-010459/20;2900/2020;NOTA DE EMPENHO;DISPENSA;110/2020;R$ 1.072,80;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;27/08/2020;31/12/2020;27/08/2020;Compra - Material de Consumo
31/08/2020;19564/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 12 FRASCOS DE OMALIZUMABE 150MG...;CW-010458/20;3023/2020;NOTA DE EMPENHO;DISPENSA;118/2020;R$ 19.931,52;Encerrado;10832395000142 - BRASIL GATE SERVIÇOS ADMINISTRATIVOS LTDA-ME;27/08/2020;31/12/2020;27/08/2020;Compra - Material de Consumo
28/08/2020;19567/2020;SECRETARIA DA SAÚDE;56 CÁPSULAS DE MALATO DE SUNITINIBE 50 MG...;CW-010435/20;7919/2020;NOTA DE EMPENHO;DISPENSA;187/2020;R$ 30.484,72;Encerrado;09053134000226 - ELFA MEDICAMENTOS LTDA;27/08/2020;31/12/2020;27/08/2020;Compra - Material de Consumo
28/08/2020;19565/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 360 COMPRIMIDOS DE CRIZOTINIBE 250MG...;CW-010430/20;25427/2019;NOTA DE EMPENHO;DISPENSA;117/2020;R$ 153.468,00;Encerrado;09053134000226 - ELFA MEDICAMENTOS LTDA;27/08/2020;31/12/2020;27/08/2020;Compra - Material de Consumo
28/08/2020;19583/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 08 FRASCOS-AMPOLAS DE OMALIZUMABE 150MG....;CW-010425/20;8575/2020;NOTA DE EMPENHO;DISPENSA;190/2020;R$ 14.000,48;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;27/08/2020;31/12/2020;27/08/2020;Compra - Material de Consumo
27/08/2020;226/2020;SECRETARIA DE CULTURA DO ESTADO DO PIAUI;DISPONIBILIZAÇÃO DE RECURSO FINANCEIRO A TÍTULO DE EMENDAS PARLAMENTARES DOS DEPUTADOS FRANCISCO COS...;CW-010385/20;227/2020;TERMO DE CONTRATO;INEXIGIBILIDADE;226/2020;R$ 120.000,00;Encerrado;07530726000185 - INSTITUTO PIAUÍ E GESTÃO;04/08/2020;04/12/2020;04/08/2020;Outros serviços
27/08/2020;98/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;PRESTAÇÃO DE SERVIÇO DE EXAMES DE IMAGEM (MEDICINA NUCLEAR – CINTILOGRAFIAS), CONFORME TABELA SUS, P...;CW-010366/20;5137/2019;TERMO DE CONTRATO;INEXIGIBILIDADE;15/2020;R$ 2.176.320.000,00;Encerrado;74045626000150 - CENTRO BIONUCLEAR DE DIAGNÓSTICO LTDA - EPP;25/08/2020;25/08/2021;25/08/2020;Outros
27/08/2020;77/2020;MATERNIDADE DONA EVANGELINA ROSA / TERESINA;MATERIAL DE CONSUMO (ETIQUETAS COUCHÊ E RIBBONS DE CERA)...;CW-010361/20;337/2020;TERMO DE CONTRATO;DISPENSA;75/2020;R$ 87.521,40;Encerrado;17002806000111 - JM ETIQUETAS E BOBINAS LTDA;21/08/2020;16/02/2021;21/08/2020;Compra - Material de Consumo
26/08/2020;036/2020;SECRETARIA DA ASSISTENCIA SOCIAL, TRABALHO E DIREITOS HUMANOS;CONTRATAÇÃO EMERGENCIAL DE EMPRESA DE ENGENHARIA PARA REPAROS NA ESTRUTURA FÍSICA DA LAVANDERIA ILHO...;CW-010315/20;AA.001.1.000629/19;TERMO DE CONTRATO;DISPENSA;036/2020;R$ 24.260,12;Encerrado;18568718000144 - F T S CONSTRUTORA LTDA;12/08/2020;08/02/2021;12/08/2020;Obra e serviço de engenharia
26/08/2020;031/2019;SECRETARIA DA SEGURANÇA PÚBLICA;FORNECIMENTO DE EQUIPAMENTOS, INSUMOS E ACESSÓRIOS NECESSÁRIOS A IMPLANTAÇÃO DE SOLUÇÃO DE VIDEOMONI...;CW-010312/20;AA.027.1.002819/17-72;TERMO DE CONTRATO;PREGÃO Nº 009/2017;-;R$ 12.976.190,40;Aguarda informações;63347249000198 - U S IMPORT LTDA;11/12/2019;11/12/2020;11/12/2019;Outros
26/08/2020;030/2019;SECRETARIA DA SEGURANÇA PÚBLICA;CONTRATAÇÃO DE SERVIÇOS NECESSÁRIOS A IMPLANTAÇÃO DE SOLUÇÃO DE VIDEOMONITORAMENTO NA CIDADE DE TERE...;CW-010305/20;AA.027.1.002819/17-72;TERMO DE CONTRATO;PREGÃO Nº 009/2017;-;R$ 3.343.692,00;Aguarda informações;63347249000198 - U S IMPORT LTDA;11/12/2019;11/12/2020;11/12/2019;Outros
26/08/2020;037/2020;SECRETARIA DA ASSISTENCIA SOCIAL, TRABALHO E DIREITOS HUMANOS;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA REPAROS NA ESTRUTURA FÍSICA DO IMÓVEL QUE ABRIGA OS VENEZU...;CW-010301/20;AA.001.1.000391/2020;TERMO DE CONTRATO;DISPENSA;037/2020;R$ 28.000,00;Encerrado;24400713000100 - JDN EMPREENDIMENTOS URBANOS EIRELI ME;13/08/2020;09/02/2021;13/08/2020;Obra e serviço de engenharia
26/08/2020;jul/20;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;ALUGUEL DE IMÓVEL PARA FUNCIONAMENTO DO POSTO DE SERVIÇO NA CIDADE DE PARNAÍBA/PI...;CW-010286/20;030.082.002318/2020;TERMO DE CONTRATO;DISPENSA;jul/20;R$ 235.200,00;Encerrado;15417836000163 - PARNAÍBA SHOPPING LTDA;12/05/2020;12/05/2021;12/05/2020;Outros serviços
26/08/2020;jun/20;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;REFORMA DA CIRETRAN DE CASTELO DO PIAUÍ...;CW-010279/20;030.082.002002/2020;TERMO DE CONTRATO;DISPENSA;jul/20;R$ 31.906,15;Encerrado;07255516000126 - CASA DA CONSTRUÇÃO LTDA;27/04/2020;27/04/2021;27/04/2020;Obra e serviço de engenharia
26/08/2020;mai/20;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;REFORMA DA CIRETRAN DE PIRIPIRI...;CW-010276/20;030.082.002153/2020;TERMO DE CONTRATO;DISPENSA;jun/20;R$ 15.680,63;Encerrado;07255516000126 - CASA DA CONSTRUÇÃO LTDA;27/04/2020;27/04/2021;27/04/2020;Obra e serviço de engenharia
26/08/2020;05-DIOPE/2020;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA EXECUÇÃO DE OBRA DE PERFURAÇÃO  DE 01 (UM)  ...;CW-010274/20;939/2020;ORDEM DE SERVIÇO;DISPENSA;nov/20;R$ 34.750,00;Encerrado;00423450000197 - TECNOPOÇOS LTDA;18/08/2020;15/12/2020;18/08/2020;Obra e serviço de engenharia
25/08/2020;010/2020;SECRETARIA DE CULTURA DO ESTADO DO PIAUI;DISPONIBILIZAÇÃO DE RECURSO FINANCEIRO A TÍTULO DE EMENDA PARLAMENTAR DO DEP. EVALDO GOMES PARA A CO...;CW-010257/20;009/2020;TERMO DE CONTRATO;INEXIGIBILIDADE;010/2020;R$ 80.000,00;Encerrado;33846860000108 - LUCIANO C. SILVA;06/03/2020;06/07/2020;06/03/2020;Outros serviços
25/08/2020;mar/20;HOSP. REG. FRANC. AYRES CAVALCANTE / AMARANTE;CONTRATAÇÃO DE EMPRESA PARA FORNCEIMENTO DE MATERIAL DE LIMPEZA, DESTINADOS AO ATENDIMENTO HOSPITAL ...;CW-010254/20;fev/20;TERMO DE CONTRATO;DISPENSA;fev/20;R$ 35.950,00;Encerrado;35250807000167 - BLESS DISTRIBUIDORA DE PRODUTOS DE HIGIENE E ARMARINHO EIRELLI;03/07/2020;30/09/2020;03/07/2020;Compra - Material de Consumo
25/08/2020;fev/20;HOSP. REG. FRANC. AYRES CAVALCANTE / AMARANTE;CONTRATAÇÃO DE EMPRESA PARA FORNCEIMENTO DE GÊNEROS ALIMENTICIOS PERECÍVEIS, CARNES, DESTINADOS AO A...;CW-010250/20;jan/20;TERMO DE CONTRATO;DISPENSA;jan/20;R$ 35.959,00;Encerrado;35250807000167 - BLESS DISTRIBUIDORA DE PRODUTOS DE HIGIENE E ARMARINHO EIRELLI;03/07/2020;30/09/2020;03/07/2020;Compra - Material de Consumo
25/08/2020;19192/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 96 COMPRIMIDOS DE ELTROMBOPAGUE OLAMINA 50MG...;CW-010244/20;023930/2019;NOTA DE EMPENHO;DISPENSA;137/2020;R$ 22.386,14;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;21/08/2020;31/12/2020;21/08/2020;Compra - Material de Consumo
25/08/2020;19202/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 6 FRASCOS – AMPOLAS DE OMALIZUMABE 150 MG...;CW-010243/20;000516/2020;NOTA DE EMPENHO;DISPENSA;80/2020;R$ 10.500,36;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;21/08/2020;31/12/2020;21/08/2020;Compra - Material de Consumo
25/08/2020;19155/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 13.600 GRAMAS DE ALIMENTO NUTRICIONAL PARA PACIENTES COM DOENÇA DE CRONH, ISENTO DE LAC...;CW-010241/20;001361/2020;NOTA DE EMPENHO;DISPENSA;149/2020;R$ 12.172,00;Encerrado;17129904000114 - ALFA MÉDICA HOSPITALAR LTDA - EPP;21/08/2020;31/12/2020;21/08/2020;Compra - Material de Consumo
25/08/2020;004/2020;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;CONTRATAÇÃO DE EMPRESA PARA  O FORNECIMENTO DE FITAS PARA IMPRESSORA...;CW-010240/20;030.080.000003/2020;TERMO DE CONTRATO;DISPENSA;004/2020;R$ 16.500,00;Encerrado;05151312000110 - SÁ & OLIVEIRA LTDA-ME;10/03/2020;10/03/2020;10/03/2020;Compra - Material de Consumo
25/08/2020;003/2020;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;CONTRATAÇÃO DE EMPRESA PARA  O FORNECIMENTO DE LACRES PARA MALOTE...;CW-010233/20;030.080.000025/2020;TERMO DE CONTRATO;DISPENSA;002/2020;R$ 14.700,00;Encerrado;05151312000110 - SÁ & OLIVEIRA LTDA-ME;10/03/2020;10/03/2021;10/03/2020;Compra - Material de Consumo
25/08/2020;002/2020;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;REFORMA DA CIRETRAN DE CAMPO MAIOR...;CW-010219/20;030.082.001411/2020;TERMO DE CONTRATO;DISPENSA;003/2020;R$ 31.766,98;Encerrado;07255516000126 - CASA DA CONSTRUÇÃO LTDA;05/03/2020;05/03/2021;05/03/2020;Obra e serviço de engenharia
24/08/2020;out/20;SECRETARIA DE TURISMO;CONTRATAÇÃO DA BANDA JHERÊ CARNAVAL DE BARRAS...;CW-010173/20;0002072020/2020;TERMO DE CONTRATO;INEXIGIBILIDADE;out/20;R$ 70.000,00;Encerrado;35823896000193 - BUSINESS ENTRETENIMENTO E ESPETACULOS MUSICAIS EIRELI;21/02/2020;21/02/2021;21/02/2020;Outros
24/08/2020;028/2019;SECRETARIA DA SEGURANÇA PÚBLICA;AQUISIÇÃO DE BOBINAS PLÁSTICAS...;CW-010151/20;AA.027.1.000686/19-58;TERMO DE CONTRATO;PREGÃO Nº 001/2019;-;R$ 81.999,00;Aguarda informações;71359939000195 - ADMAQ LTDA;29/10/2019;29/10/2020;29/10/2019;Compra - Material de Consumo
24/08/2020;027/2019;SECRETARIA DA SEGURANÇA PÚBLICA;AQUISIÇÃO DE BOBINAS PLÁSTICAS...;CW-010148/20;AA..027.1.000686/19-58;TERMO DE CONTRATO;PREGÃO Nº 001/2019;-;R$ 25.299,00;Aguarda informações;21348054000112 - ROMA COMERCIAL LTDA;29/10/2019;29/10/2020;29/10/2019;Compra - Material de Consumo
24/08/2020;044/2020;SECRETARIA DA AGRICULTURA FAMILIAR;O OBJETO DA PRESENTE LICITAÇÃO É A FORMAÇÃO DE REGISTRO DE PREÇO PARA A ESCOLHA DA PROPOSTA MAIS VAN...;CW-010145/20;1732/2019;TERMO DE CONTRATO;PREGÃO Nº 02/2020;-;R$ 6.540,00;Em vigência;13674397000149 - F.M.A COM. INS. Ferragens;13/08/2021;13/08/2022;14/08/2020;Compra - Material Permanente
24/08/2020;043/2020;SECRETARIA DA AGRICULTURA FAMILIAR;O OBJETO DA PRESENTE LICITAÇÃO É A FORMAÇÃO DE REGISTRO DE PREÇO PARA A ESCOLHA DA PROPOSTA MAIS VAN...;CW-010138/20;1732/2019;TERMO DE CONTRATO;PREGÃO Nº 02/2020;-;R$ 25.448,64;Em vigência;13674397000149 - F.M.A COM. INS. Ferragens;13/08/2021;13/08/2022;14/08/2020;Compra - Material Permanente
24/08/2020;016/2020;SECRETARIA DA AGRICULTURA FAMILIAR;CONFECÇÃO DE 5000 CAPAS DE PROCESSOS ADMINISTRATIVOS EM POLICROMIA, PAPEL AP 180G, TAMANHO 31X46 CM...;CW-010131/20;0518/2020;TERMO DE CONTRATO;DISPENSA;003/2020;R$ 4.750,00;Encerrado;05334096000148 - A.F. RODRIGUES SERVIÇOS - ME;20/08/2020;20/08/2021;20/08/2020;Compra - Material Permanente
24/08/2020;001/2020;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;REFORMA DA CIRETRAN DE MARCOLÂNDIA-PI...;CW-010130/20;030.082.001128/2020;TERMO DE CONTRATO;DISPENSA;001/2020;R$ 31.851,16;Encerrado;07255516000126 - CASA DA CONSTRUÇÃO LTDA;04/03/2020;04/03/2021;04/03/2020;Obra e serviço de engenharia
24/08/2020;143/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;AQUISIÇÃO DE MEDICAMENTOS PARA SEDAÇÃO, BLOQUEIO NEUROMUSCULAR, ANTICOAGULANTES E ANTIPARASITARIO PA...;CW-010124/20;2159/2020;TERMO DE CONTRATO;DISPENSA;49/2020;R$ 1.339.884,00;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;19/08/2020;17/11/2020;19/08/2020;Compra - Material de Consumo
24/08/2020;18-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE RESERVATÓRIOS METÁLICOS DE ÁGUA POTÁVEL, I...;CW-010120/20;2283/2019;TERMO DE CONTRATO;PREGÃO Nº SRP Nº 028/2019;-;R$ 783.691,32;Encerrado;18568718000144 - F T S CONSTRUTORA LTDA-ME;18/08/2020;18/08/2021;18/08/2020;Compra - Material Permanente
22/08/2020;009/2020;SECRETARIA DE CULTURA DO ESTADO DO PIAUI;DISPONIBILIZAÇÃO DE RECURSO FINANCEIRO A TÍTULO DE EMENDAS PARLAMENTARES DOS DEPUTADOS JOÃO MADISON ...;CW-010111/20;008/2020;TERMO DE CONTRATO;INEXIGIBILIDADE;009/2020;R$ 80.000,00;Encerrado;01123034000136 - FELISBERTO LUSTOSA NOGUEIRA NETO EIRELI;06/07/2020;06/11/2020;06/03/2020;Outros serviços
21/08/2020;127/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;AQUISIÇÃO DE PRODUTOS MAGISTRAIS MANIPULADOS PARA O HOSPITAL GETÚLIO VARGAS - HGV...;CW-010086/20;48/2020;TERMO DE CONTRATO;DISPENSA;48/2020;R$ 18.698,52;Encerrado;01640262000183 - CITOPHARMA MANIPULAÇÃO DE MEDICAMENTOS ESPECIAIS LTDA;19/08/2020;15/02/2021;19/08/2020;Compra - Material de Consumo
21/08/2020;19-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE SERVIÇOS DE CONSTRUÇÃO DE UM RESERVATÓRIO EL...;CW-010082/20;176/2020;TERMO DE CONTRATO;LICITAÇÃO-ESTATAIS Nº EPL N 001/2020;-;R$ 4.762.036,39;Em vigência;09648446000100 - CONSTRUTORA ITAJI EIRELI;18/08/2021;17/08/2022;18/08/2020;Obra e serviço de engenharia
21/08/2020;012/2019;HEMOPI - CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO PIAUI;MANUTENÇÃO PREVENTIVA E CORRETIVA DE ELEVADORES....;CW-010079/20;248/2019;OUTRO INSTRUMENTO;INEXIGIBILIDADE;jan/19;R$ 27.326,04;Encerrado;90347840005772 - THYSSENKRUPP ELEVADORES S/A;07/06/2020;06/06/2021;05/06/2020;Outros serviços
21/08/2020;13-SUNOB/2020;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;EXECUÇÃO DA OBRA DE AMPLIAÇÃO DA ESTAÇÃO DE TRATAMENTO DE ÁGUA (ETA) DA CIDADE DE LUZILÂNDIA -PI, PA...;CW-010056/20;774/2020;ORDEM DE SERVIÇO;DISPENSA;ago/20;R$ 95.661,92;Encerrado;09648446000100 - CONSTRUTORA ITAJI EIRELI;11/10/2020;09/12/2020;11/08/2020;Obra e serviço de engenharia
21/08/2020;12-SUNOB/2020;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;RECUPERAÇÃO DE UM TRANSFORMADOR DE 500 KVA EM 13,8 KV - 380/220 VOLTS, PARA ATENDER AS NECESSIDADES ...;CW-010055/20;806/2020;ORDEM DE SERVIÇO;DISPENSA;set/20;R$ 26.500,00;Encerrado;23621550000123 - SUPER VOLT ENGENHARIA LTDA;10/08/2020;23/09/2020;10/08/2020;Outros serviços
20/08/2020;006/2019;FUESPI - FUNDAÇÃO UNIVERSIDADE ESTADUAL DO PIAUÍ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DO GRAMADO A SEREM EXECU...;CW-010051/20;07732/2017;TERMO DE CONTRATO;PREGÃO Nº 004/2019;-;R$ 63.621,60;Em vigência;29923243000183 - KATIA CORTEZ DE OLIVEIRA GONÇALVES - ME;14/11/2019;14/11/2022;11/11/2019;Outros
20/08/2020;005/2019;FUESPI - FUNDAÇÃO UNIVERSIDADE ESTADUAL DO PIAUÍ;CONTRATAÇÃO PARA SUPORTE TÉCNICO REMOTO DE SOFTWARE PARA AUTOMAÇÃO DE BIBLIOTECA-SIABI COM SUPORTE T...;CW-010045/20;07894/2018;TERMO DE CONTRATO;DISPENSA;07894/2018;R$ 4.200,00;Aguarda informações;05116014000199 - WJ. SERVIÇOS DE INFORMÁTICA LTDA;02/05/2019;02/05/2020;02/05/2019;Outros
20/08/2020;026/2019;SECRETARIA DA SEGURANÇA PÚBLICA;AQUISIÇÃO DE INSUMOS NECESSÁRIOS AO FUNCIONAMENTO DO INSTITUTO DE DNA FORENSE DA POLÍCIA TÉCNICO-CIE...;CW-010028/20;AA.027.1.000432/19;TERMO DE CONTRATO;PREGÃO Nº 002/2019;-;R$ 13.014,65;Aguarda informações;33069212000850 - MERCK S/A;18/10/2019;18/10/2020;18/10/2019;Compra - Material de Consumo
20/08/2020;025/2019;SECRETARIA DA SEGURANÇA PÚBLICA;AQUISIÇÃO DE INSUMOS NECESSÁRIOS AO FUNCIONAMENTO DO INSTITUTO DE DNA FORENSE DA POLÍCIA TÉCNICO-CIE...;CW-010026/20;AA.027.1.000432/19;TERMO DE CONTRATO;PREGÃO Nº 002/2019;-;R$ 48.210,00;Aguarda informações;25149750000150 - TMB COMERCIO DE EQUIPAMENTOS DE SEGURANÇA LTDA;18/10/2019;18/10/2020;18/10/2019;Compra - Material de Consumo
20/08/2020;fev/19;DETRAN - DEPARTAMENTO ESTADUAL DE TRANSITO DO PIAUÍ;ALUGUEL DE IMÓVEL PARA FUNCIONAMENTO DE POSTO DE SERVIÇO DO DETRAN/PI...;CW-010023/20;030082010608/2018;TERMO DE CONTRATO;DISPENSA;jan/19;R$ 29.682,36;Encerrado;10878186000130 - INSTITUTO DE NEGÓCIOS DO PIAUÍ - INPI;01/04/2019;01/04/2020;01/04/2019;Outros serviços
20/08/2020;024/2019;SECRETARIA DA SEGURANÇA PÚBLICA;AQUISIÇÃO DE INSUMOS NECESSÁRIOS AO FUNCIONAMENTO DO INSTITUTO DE DNA FORENSE DA POLÍCIA TÉCNICO-CIE...;CW-010014/20;AA.027.1.000432/19-36;TERMO DE CONTRATO;PREGÃO Nº 002/2019;-;R$ 4.449,05;Aguarda informações;08238866000147 - ADONEX COEMRCIO DE PRODUTOS PARA LABORATÓRIOS LTDA;18/10/2019;18/10/2020;18/10/2019;Compra - Material de Consumo
20/08/2020;jun/20;FUNDACAO PIAUI PREVIDENCIA;"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE 02 (DOIS)
CLIMATIZADORES EVAPORATIVOS PORTÁ...";CW-010002/20;00.227.00143 1/2020-9!;TERMO DE CONTRATO;DISPENSA;fev/20;R$ 5.024,00;Encerrado;09176237000100 - ROTOPLAST INDUSTRAI DE CLIMATIZADORES LTDA;12/08/2020;12/08/2021;12/08/2020;Compra - Material Permanente
20/08/2020;017/2020;SECRETARIA ESTADUAL PARA INCLUSÃO DA PESSOA PORTADORA DE DEFICIÊNCIA;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE IMPRESSORA MULTIFUNCIONAL LASER MONOCROMÁTICA....;CW-010001/20;000023/2020;TERMO DE CONTRATO;DISPENSA;001/2020;R$ 5.280,00;Encerrado;10476972000100 - FATOR COMERCIO E SERVIÇOS LTDA;13/08/2020;13/08/2021;13/08/2020;Outros serviços
19/08/2020;jul/19;HOSP. REG. TIBÉRIO NUNES / FLORIANO;CONTRATAÇÃO DE PESSOA JURÍDICA PARA FORNECER, DE FORMA PARCELADA, GÁS DE COZINHA BOTIJÃO CARGA 13KG....;CW-009994/20;0207/2019;TERMO DE CONTRATO;PREGÃO Nº 01/2019;-;R$ 108.756,00;Encerrado;08658226000196 - GICELIO DE ARAULO COSTA-ME (G GAS);13/02/2021;13/02/2022;28/06/2019;Compra - Material de Consumo
19/08/2020;025/2020;HOSP. REG. TIBÉRIO NUNES / FLORIANO;MATERIAIS CIRURGICOS PARA REALIZAÇÃO DE CIRURGIA DE BUCO MAXILO, COM PREÇOS EM CONFORMIDADE COM A SI...;CW-009992/20;468/2020;TERMO DE CONTRATO;INEXIGIBILIDADE;468/2020;R$ 72.000,00;Aguarda informações;25456112000182 - GE HOSPITALAR LTDA;01/07/2020;01/07/2021;01/07/2020;Compra - Material de Consumo
19/08/2020;022/2020;HOSP. REG. TIBÉRIO NUNES / FLORIANO;AQUISIÇÃO DE TESTE RÁPIDO QUALITATIVO PARA DETECÇÃO DE ANTICORPOS IGG E IGM ANTI-COVID 19...;CW-009990/20;405/2020;TERMO DE CONTRATO;DISPENSA;405/2020;R$ 390.000,00;Encerrado;03748673000112 - ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;15/07/2020;15/01/2021;15/07/2020;Compra - Material de Consumo
19/08/2020;023/2019;SECRETARIA DA SEGURANÇA PÚBLICA;AQUISIÇÃO DE INSUMOS NECESSÁRIOS AO FUNCIONAMENTO DO INSTITUTO DE DNA FORENSE DA POLÍCIA TÉCNICO-CIE...;CW-009979/20;AA.027.1.000432/19;TERMO DE CONTRATO;PREGÃO Nº 002/2019;-;R$ 27.890,00;Aguarda informações;05895525000156 - OBJETIVA PRODUTOS E SERVIÇOS PARA LABORATÓRIOS LTDA;18/10/2019;18/10/2020;18/10/2019;Compra - Material de Consumo
19/08/2020;022/2019;SECRETARIA DA SEGURANÇA PÚBLICA;AQUISIÇÃO DE INSUMOS NECESSÁRIOS AO FUNCIONAMENTO DO INSTITUTO DE DNA FORENSE DA POLÍCIA TÉCNICO-CIE...;CW-009978/20;AA.027.1.000432/19;TERMO DE CONTRATO;PREGÃO Nº 002/2019;-;R$ 26.600,00;Aguarda informações;21707794000106 - FAST BIO COMERCIAL EIRELI EPP;17/10/2019;17/10/2020;17/10/2019;Compra - Material de Consumo
19/08/2020;155/2020;SECRETARIA DA SAÚDE;SERVIÇOS DE HOME CARE PARA ASSISTÊNCIA MÉDICA, PARA PACIENTE JOSÉ RAFAEL ROCHA SARAIVA....;CW-009972/20;5238/2020;TERMO DE CONTRATO;DISPENSA;165/2020;R$ 106.254,00;Encerrado;29323720000170 - MÉDICA ASSISTÊNCIA A SAÚDE DOMICILIAR LTDA - ME;14/08/2020;10/02/2021;14/08/2020;Outros serviços
