﻿Licitacoes2021
Nº da Licitação;Modalidade;Situação;Órgão;Tipo;Objeto;Edital;Total Proposto;Total Homologado;
"54/2021";"PREGÃO";"DIVULGADO";"SERVIÇO NAC.DE APRENDIZAGEM INDUSTRIAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE EQUIPAMENTOS PARA REALIZAÇÃO DE TREINAMENTO DOS ALUNOS COMPETIDORES DA OCUPAÇÃO DE FUNILARIA PARA SELETIVA WORLDSKILLS, VISANDO ATENDER AS DEMANDAS DO SENAI/DF, CONFORME ESPECIFICAÇÕES, QUANTIDADES E DEMAIS CONDIÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925170&modprp=5&numprp=542021";168.000,00;149.000,00;
"54/2021";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE TUBOS EM POLIETILENO DE ALTA DENSIDADE   PEAD, COM DIÂMETROS DE 355MM PARA UTILIZAÇÃO NAS OBRAS DE IMPLANTAÇÃO DAS ELEVATÓRIAS DE ESGOTO BRUTO 1 E 5 DO SISTEMA DE ESGOTAMENTO SANITÁRIO DO SETOR DE MANSÕES PARK WAY, NA FORMA DO SISTEMA DE REGISTRO DE PREÇOS - SRP.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=542021";2.694.578,40;865.313,28;
"54/2021";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS MANUTENÇÃO PREDITIVA, PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS EM EQUIPAMENTOS CONDICIONADORES DE ENERGIA ELÉTRICA DO TIPO MOTOR GERADOR, NOBREAK, ESTABILIZADOR, TRANSFORMADOR E QUADRO ELÉTRICO, MARCAS DIVERSAS, PERTENCENTES À SES/DF, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=542021";1.239.472,08;950.000,00;
"54/2021";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS MANUTENÇÃO PREDITIVA, PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS EM EQUIPAMENTOS CONDICIONADORES DE ENERGIA ELÉTRICA DO TIPO MOTOR GERADOR, NOBREAK, ESTABILIZADOR, TRANSFORMADOR E QUADRO ELÉTRICO, MARCAS DIVERSAS, PERTENCENTES À SES/DF, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=542021";2.047.508,91;1.425.000,00;
"54/2021";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"BANCO DE BRASÍLIA S/A";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE FERRAMENTA PARA GESTÃO DE VULNERABILIDADES DE ATIVO, SUPORTE TÉCNICO E TREINAMENTO, COM A FINALIDADE DE APOIAR OS PROCESSOS DE CONFORMIDADE E INVESTIGATIVOS RELACIONADOS À SEGURANÇA DE TI.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=542021";2.481.176,65;848.955,64;
"54/2021";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  A FIM DE ATENDER A DEMANDA DOS DIVERSOS ÓRGÃOS INTEGRANTES DA CENTRALIZAÇÃO DE COMPRAS DO DISTRITO FEDERAL, A SUBSECRETARIA DE COMPRAS GOVERNAMENTAIS   SEEC/SPLAN/SCG,  OPERACIONALIZARÁ LICITAÇÃO, MEDIANTE O SISTEMA DE REGISTRO DE PREÇOS,  PARA EVENTUAL AQUISIÇÃO DE MATERIAL MANUTENÇÃO DE BENS IMÓVEIS E INSTALAÇÕES (MATERIAL HIDRÁULICO), CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=542021";285.477,00;235.852,19;
"53/2021";"PREGÃO";"DIVULGADO";"SERVIÇO NAC.DE APRENDIZAGEM INDUSTRIAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE LÂMINA DIAMANTADA PARA REALIZAÇÃO DE TREINAMENTO DOS ALUNOS COMPETIDORES DA OCUPAÇÃO DE APLICAÇÃO DE REVESTIMENTO CERÂMICO PARA SELETIVA WORLDSKILLS, VISANDO ATENDER AS DEMANDAS DO SENAI/DF, CONFORME ESPECIFICAÇÕES, QUANTIDADES E DEMAIS CONDIÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925170&modprp=5&numprp=532021";93.547,80;80.000,00;
"53/2021";"PREGÃO";"DIVULGADO";"BANCO DE BRASÍLIA S/A";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA FUTURO FORNECIMENTO, INSTALAÇÃO, MANUTENÇÃO, MONTAGEM E DESMONTAGEM DE ELEMENTOS DE SINALIZAÇÃO INTERNA/PROGRAMAÇÃO VISUAL COM O OBJETIVO DE PADRONIZAÇÃO E MELHORIA NOS AMBIENTES FÍSICOS, CONFORME CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=532021";602.874,08;357.988,00;
"53/2021";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE CABOS E CAIXA DE DERIVAÇÃO.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=532021";801.810,00;567.623,25;
"53/2021";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA AMPLIAÇÃO E ATUALIZAÇÃO DO PARQUE DE INFRAESTRUTURA FÍSICA DE REDE DE DADOS E COMUTAÇÃO (SWITCHES) DA PCDF, COM O FORNECIMENTO DE EQUIPAMENTOS, ACESSÓRIOS PARA OS SWITCHES (TRANSCEIVERS ÓTICOS, CABO STACK, GBIC), GARANTIA, SUPORTE TÉCNICO POR 60 (SESSENTA) MESES E TREINAMENTO.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=532021";7.002.215,70;3.323.900,00;
"53/2021";"PREGÃO";"EVENTO DE SUSPENSÃO PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  A FIM DE ATENDER A DEMANDA DA SECRETARIA DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL-SEEC/DF, A SUBSECRETARIA DE COMPRAS GOVERNAMENTAIS   SCG/SPLAN/SEEC OPERACIONALIZARÁ LICITAÇÃO NO SISTEMA COMPRASNET, POR MEIO DO SISTEMA DE  REGISTRO DE PREÇOS PARA A EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXPANSÃO DE SOLUÇÃO INTEGRADA DE SEGURANÇA DE REDES COMPOSTA DE CLUSTER DE FIREWALLS TIPO CHASSI, COM LICENCIAMENTO, GARANTIA E SUPORTE TÉCNICO POR 36 (TRINTA E SEIS) MESES.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=532021";39.203.085,78;30.443.230,00;
"52/2021";"PREGÃO";"DIVULGADO";"SERVIÇO NAC.DE APRENDIZAGEM INDUSTRIAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS PARA REALIZAÇÃO DE TREINAMENTO DOS ALUNOS COMPETIDORES DA OCUPAÇÃO DE APLICAÇÃO DE REVESTIMENTO CERÂMICO, JARDINAGEM E PAISAGISMO E MOVELARIA PARA SELETIVA WORLDSKILLS, VISANDO ATENDER AS DEMANDAS DO SENAI/DF, CONFORME ESPECIFICAÇÕES, QUANTIDADES E DEMAIS CONDIÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925170&modprp=5&numprp=522021";51.616,70;41.735,10;
"52/2021";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO SUXAMETONIO  E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=522021";3.691.360,86;2.334.901,68;
"52/2021";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE FERRAMENTAS MANUAIS DIVERSAS (COLHER, ENXADA, ESPÁTULA, ESQUADRO, ESTRANGULADOR, FACÃO, FOICE, JOGO DE CHAVES, MARTELO, SACA POLIA, TORNO E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=522021";159.117,20;42.186,92;
"52/2021";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"BANCO DE BRASÍLIA S/A";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE SERVIÇOS DE COMUNICAÇÃO DE DADOS NA MODALIDADE MPLS, CONFORME CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=522021";6.823.776,00;1.797.362,40;
"52/2021";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  O PRESENTE TERMO DE REFERÊNCIA TEM POR OBJETIVO A AQUISIÇÃO DE EQUIPAMENTOS SCANNER DIGITAL DE TRANSPARÊNCIA, APARELHO DE RAIO X E SENSOR DIGITAL INTRAORAL, DESTINADOS À SEÇÃO DE ANTROPOLOGIA FORENSE DO INSTITUTO DE MEDICINA LEGAL (SAF/IML/DPT/PCDF).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=522021";91.503,50;55.813,37;
"52/2021";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇO DE SUPORTE ESPECIALIZADO PARA AS MANUTENÇÕES EVOLUTIVAS, PREVENTIVAS E CORRETIVAS NA FERRAMENTA RAID COLLECTIONS DA MOBILEUM E TODOS OS SUBSERVIÇOS CORRESPONDENTES, A FIM DE MANTER E EVOLUIR A SOLUÇÃO DE COBRANÇA DESTA SECRETARIA, VISANDO ATENDER ÀS NECESSIDADES DA SUBSECRETARIA DA RECEITA, DA SECRETARIA DE ESTADO DE ECONOMIA DO DISTRITO FEDERAL (SEEC/DF), CONFORME CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DOS ANEXOS DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=522021";4.119.960,00;3.720.000,00;
"51/2021";"PREGÃO";"DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE EQUIPAMENTOS DE ÁUDIO E VÍDEO E FOTOGRÁFICOS E ACESSÓRIOS PARA USO DAS UNIDADES DA PCDF.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=512021";823.758,54;608.832,56;
"51/2021";"PREGÃO";"DIVULGADO";"SERVIÇO NAC.DE APRENDIZAGEM INDUSTRIAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE PAPEL DE PAREDE PARA REALIZAÇÃO DE TREINAMENTO DOS ALUNOS COMPETIDORES DA OCUPAÇÃO DE PINTURA DECORATIVA PARA SELETIVA WORLDSKILLS2021, VISANDO ATENDER AS DEMANDAS DO SENAI/DF, CONFORME ESPECIFICAÇÕES, QUANTIDADES E DEMAIS CONDIÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925170&modprp=5&numprp=512021";35.000,00;23.474,00;
"51/2021";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO ALBENDAZOL    E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=512021";784.120,34;472.011,10;
"51/2021";"PREGÃO";"DIVULGADO";"BANCO DE BRASÍLIA S/A";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  BRINDES PERSONALIZADOS PARA O BRB";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=512021";3.446.980,00;944.127,50;
"51/2021";"PREGÃO";"EVENTO DE ADIAMENTO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=512021";703.520,46;121.374,08;
"51/2021";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE CHAVEIRO COM FORNECIMENTO DE MATERIAL (FECHADURAS E CADEADOS), A FIM DE ATENDER AOS ÓRGÃOS DO COMPLEXO ADMINISTRATIVO DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=512021";1.138.505,91;992.994,79;
"51/2021";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE CHAVEIRO COM FORNECIMENTO DE MATERIAL (FECHADURAS E CADEADOS), A FIM DE ATENDER AOS ÓRGÃOS DO COMPLEXO ADMINISTRATIVO DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=512021";1.056.750,54;724.019,00;
"50/2021";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE BOLSAS DE GELO REUTILIZÁVEIS  (GELOX), EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER AS NECESSIDADES DAS UNIDADES DA SUBSECRETARIA DE VIGILÂNCIA À SAÚDE - SVS/SES, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=502021";1.835.500,00;93.596,50;
"50/2021";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAIS PLÁSTICOS, RÍGIDOS E FLEXÍVEIS, PARA REDES DE ÁGUA (CONEXÕES PVC).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=502021";173.662,20;71.182,60;
"50/2021";"PREGÃO";"DIVULGADO";"BANCO DE BRASÍLIA S/A";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA FUTURO FORNECIMENTO DE BATERIAS (SELADA E ESTACIONÁRIA) PARA A UTILIZAÇÃO EM PORTAS DETECTORAS DE METAIS E SISTEMAS ININTERRUPTOS DE ENERGIA (UPS   UNINTERRUPTABLE POWER SUPPLY) INSTALADOS EM DIVERSAS DEPENDÊNCIAS DO BRB   BANCO DE BRASÍLIA";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=502021";1.235.550,00;901.830,00;
"50/2021";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE FRAGMENTADORAS DE PAPEL/CDS/CARTÕES PARA A POLÍCIA CIVIL DO DISTRITO FEDERAL   PCDF, COMPREENDENDO O FORNECIMENTO E A GARANTIA, EM ATENDIMENTO ÀS NECESSIDADES DAS UNIDADES VINCULADAS AO ÓRGÃO, COM VISTAS A AÇÕES DE SEGURANÇA ORGÂNICA E AO CORRETO DESCARTE DE DOCUMENTOS E OUTROS PORTADORES DE DADOS COM INFORMAÇÕES SENSÍVEIS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=502021";366.300,00;340.560,00;
"50/2021";"PREGÃO";"PUBLICADO";"SECRETARIA DE ESTADO DE ECONOMIA DO DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE PARAFUSO, PREGO, CIMENTO E OUTROS, A FIM DE ATENDER ÀS DEMANDAS DOS ÓRGÃOS QUE COMPÕEM A ESTRUTURA ADMINISTRAVA DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974002&modprp=5&numprp=502021";816.050,39;763.481,93;
"49/2021";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS (ABRAÇADEIRA, ANILHA, BARRA, BATERIA, CABO E OUTROS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=492021";3.111.623,30;436.415,68;
"49/2021";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR BOLSA COLETORA E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=492021";6.058.873,47;2.292.498,81;
"49/2021";"PREGÃO";"DIVULGADO";"BANCO DE BRASÍLIA S/A";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA FUTURO FORNECIMENTO DE MATERIAIS E SERVIÇOS DE MOBILIDADE PARA O BANCO DE BRASÍLIA S.A.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=492021";15.085.000,00;3.530.000,00;
"49/2021";"PREGÃO";"DIVULGADO";"SERVIÇO NAC.DE APRENDIZAGEM INDUSTRIAL";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO  DE LICENÇA DE SOFTWARE DE BACKUP COM BASE EM IMAGEM (SNAPSHOTS), CAPAZ DE REALIZAR OPERAÇÕES FLEXÍVEIS DE PROTEÇÃO E RECUPERAÇÃO DE MÁQUINAS VIRTUAIS BASEADAS EM VMWARE E HYPER-V, OU MESMO MÁQUINAS FÍSICAS. PODENDO REALIZAR RECUPERAÇÃO DE DESASTRES DE FORMA INTEROPERÁVEL ENTRE ESTAS DIFERENTES PLATAFORMAS, VISANDO ATENDER AS DEMANDAS DO SESI/SENAI/DF, CONFORME ESPECIFICAÇÕES, QUANTIDADES E DEMAIS CONDIÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925170&modprp=5&numprp=492021";325.218,47;263.400,00;
"48/2021";"PREGÃO";"DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO, REAGENTES PARA GENOTIPAGEM, DESTINADO AO LABORATÓRIO DO INSTITUTO DE PESQUISA DE DNA FORENSE, IPDNA, DA POLÍCIA CIVIL DO DISTRITO FEDERAL, PCDF.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=482021";702.511,80;214.860,00;
"48/2021";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE TUBOS E CONEXÕES EM POLIETILENO DE ALTA DENSIDADE - PEAD, COM DIÂMETROS DE 1200MM PARA UTILIZAÇÃO NAS OBRAS PARA SUBSTITUIÇÃO DAS TUBULAÇÕES DO SIFÃO DO EMISSÁRIO EMS.MLC.001 E DA TRAVESSIA DO INTERCEPTOR INT.MLC.001.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=482021";17.723.606,40;8.836.409,56;
"48/2021";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO FENOTEROL (BROMIDRATO) SOLUÇAO 0,5 % FRASCO 20 ML  E OUTROS, EM SISTEMA DE REGISTRO DE PREÇOS, PARA ATENDER A DEMANDA DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=482021";5.639.651,16;2.657.032,94;
"48/2021";"PREGÃO";"DIVULGADO";"BANCO DE BRASÍLIA S/A";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA PRESTADORA DE SERVIÇOS ESPECIALIZADOS DE SUPORTE TÉCNICO 3º NÍVEL AO AMBIENTE DE ALTA PLATAFORMA (IBM) DO BANCO DE BRASÍLIA.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=482021";9.480.000,00;4.850.000,00;
"48/2021";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"SERVIÇO NAC.DE APRENDIZAGEM INDUSTRIAL";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE SOFTWARES ADOBE CREATIVE CLOUD EDUCACIONAL E AUTODESK AUTOCAD, VISANDO ATENDER AS DEMANDAS DO SESI/SENAI/DF, CONFORME ESPECIFICAÇÕES, QUANTIDADES E DEMAIS CONDIÇÕES CONSTANTES DESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925170&modprp=5&numprp=482021";63.269,06;41.109,89;
