﻿Licitacoes2019
Nº da Licitação;Modalidade;Situação;Órgão;Tipo;Objeto;Edital;Total Proposto;Total Homologado;
"25/2019";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"BANCO DE BRASÍLIA S/A";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA EVENTUAL CONTRATAÇÃO DE PESSOA JURÍDICA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE COMUNICAÇÃO DE DADOS POR REDE DE TELEFONIA MÓVEL PARA ACESSO À INTERNET COM TECNOLOGIA 4G (QUARTA GERAÇÃO), COM DISPONIBILIZAÇÃO EM REGIME DE COMODATO, DE DISPOSITIVOS DO TIPO MODEM PARA A CONEXÃO À INTERNET.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=252019";323.676,00;270.000,00;
"24/2019";"DISPENSA DE LICITAÇÃO";"ENCERRADO";"EMPRESA DE ASSITENCIA TECNICA E EXT. RURAL";"MATERIAL";"OBJETO: AQUISIÇÃO DE MATERIAL E EQUIPAMENTOS DE INFORMÁTICA";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926241&modprp=6&numprp=242019";0,00;900,00;
"24/2019";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO DE AGULHA PARA ACUPUNTURA DESCARTAVEL TAMANHO 0,30X75MM EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=242019";29.700,00;23.760,00;
"24/2019";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO, PARA UTILIZAÇÃO NA CONFECÇÃO DE ALEGORIAS QUE SERÃO UTILIZADAS NO DESFILE CÍVICO MILITAR, EM COMEMORAÇÃO AO ANIVERSÁRIO DA CIDADE DE BRAZLÂNDIA (LANTEJOULAS, GLITER, FITILHO, PAPÉIS, TINTAS, COLAS, ETC), CONFORME CONDIÇÕES E ESPECIFICAÇÕES CONSTANTES DO TERMO DE REFERÊNCIA - ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925041&modprp=5&numprp=242019";39.128,00;20.292,30;
"24/2019";"PREGÃO";"DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL MÉDICO-HOSPITALAR (BALANÇA ANTROPOMÉTRICA, OXÍMETRO DE PULSO, MESA GINECOLÓGICA, COLPOSCÓPIO, ETC), CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DOS ANEXOS DESTE EDITAL, QUE A ELE INTEGRAM-SE.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=242019";34.883,18;27.441,32;
"24/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE SENSORES DE REFERÊNCIA, DE EQUIPAMENTOS DE MONITORAMENTO, DE CALIBRAÇÃO E DE ELEVAÇÃO E TRANSPORTE DE CARGA OS QUAIS SERÃO UTILIZADOS NO LABORATÓRIO DE HIDRÁULICA DA CAESB E NA MELHORIA DAS DEMAIS ATIVIDADES DE MACROMEDIÇÃO E PITOMETRIA E TREINAMENTO DE PESSOAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=242019";431.738,26;337.228,58;
"24/2019";"PREGÃO";"DIVULGADO";"FUNDAÇÃO HEMOCENTRO DE BRASILIA/DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAIS TÉCNICOS (EQUIPO), CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926334&modprp=5&numprp=242019";39.524,00;22.960,00;
"24/2019";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SEGURANCA PUBLICA";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA FUTURA AQUISIÇÃO DE CADEADOS, LUVAS DE PROCEDIMENTO, MÁSCARAS, LAVADORAS DE ALTA PRESSÃO E BOTTONS DE IDENTIFICAÇÃO PESSOAL, PARA ATENDER DEMANDAS DA SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=450107&modprp=5&numprp=242019";424.975,80;256.840,20;
"24/2019";"PREGÃO";"DIVULGADO";"POLÍCIA MILITAR DO DISTRITO FEDERAL";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA DO RAMO DE ENGENHARIA/ARQUITETURA PARA PRESTAÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS ESPECIALIZADOS VISANDO A ELABORAÇÃO DE PROJETOS E ESTUDOS TÉCNICOS, COM MODELAGEM EM SOFTWARE DE TECNOLOGIA BIM (BUILDING INFORMATION MODELING), DESTINADOS À OBRA DE CONSTRUÇÃO DO CENTRO DE ASSISTÊNCIA SOCIAL - CASO, DA PMDF, SITUADO NO SETOR POLICIAL SUL, LOTE 04 - BRASÍLIA/DF, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE E";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926016&modprp=5&numprp=242019";358.000,00;200.500,00;
"24/2019";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAÇÃO  DE SERVIÇOS ESPECIALIZADO NO GERENCIAMENTO E CONTROLE DE ABASTECIMENTO, LAVAGEM DE VEÍCULOS, LUBRIFICANTES, PEÇAS E MANUTENÇÃO DA FROTA DO SENAC-DF COM IMPLANTAÇÃO E OPERAÇÃO DE SISTEMA INFORMATIZADO E INTEGRADO COM A UTILIZAÇÃO DE CARTÕES MAGNÉTICOS MICRO PROCESSADOS E/OU COM CHIP, PARA GERENCIAMENTO DO ABASTECIMENTO DE COMBUSTÍVEIS E SEUS DERIVADOS, MANUTENÇÃO PREVENTIVA E CORRETIVA DOS VEÍCULOS NO DISTRITO FEDERAL, POR MEIO DE REDE CR";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926781&modprp=5&numprp=242019";506.666,50;499.843,95;
"24/2019";"PREGÃO";"EVENTO DE RETIFICAÇÃO DIVULGADO";"BANCO DE BRASÍLIA S/A";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS NA AVALIAÇÃO DE DESEMPENHO DOS INTEGRANTES DOS ÓRGÃOS DE GOVERNANÇA, ESPECIFICAMENTE, DOS MEMBROS DA DIRETORIA COLEGIADA, CONSELHO DE ADMINISTRAÇÃO E DOS COMITÊS A ELE VINCULADOS, DO BANCO DE BRASÍLIA S.A, NOS TERMOS EXIGIDOS NA LEI 13.303/2016.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=242019";300.000,00;169.998,00;
"23/2019";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO REGULAR DO MEDICAMENTO SINVASTATINA COMPRIMIDO 40 MG E OUTROS, EM SISTEMA DE  REGISTRO DE PREÇOS, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E  QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=232019";7.287.115,64;2.760.105,22;
"23/2019";"PREGÃO";"DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE CONCESSIONÁRIA AUTORIZADA PELA MONTADORA NISSAN, LOCALIZADA NO DISTRITO FEDERAL, PARA PRESTAÇÃO DE SERVIÇOS DE FORMA CONTÍNUA DURANTE O PERÍODO DE GARANTIA, DAS MANUTENÇÕES PREVENTIVAS E CORRETIVAS, COM FORNECIMENTO E APLICAÇÃO DE PEÇAS E ACESSÓRIOS GENUÍNOS, LUBRIFICANTES, ÓLEOS, ADITIVOS, HIGIENIZADORES, ALINHAMENTO E BALANCEAMENTO PARA 89 (OITENTA E NOVE) VIATURAS MARCA NISSAN, MODELO VERSA 1.6S, MOTOR 1.6 16 VÁLVULAS FLEX DE 111CV, ANOS/MODELOS 2018/2018 OU 2018/20";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=232019";1,00;964.976,27;
"23/2019";"PREGÃO";"DIVULGADO";"SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇO PARA A EVENTUAL PRESTAÇÃO DE SERVIÇOS GRÁFICOS, PELA IMPRESSÃO GRÁFICA DE LIVROS, PARA ATENDER AS NECESSIDADES DESTE SENAC-DF.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926781&modprp=5&numprp=232019";305.310,00;142.417,00;
"23/2019";"PREGÃO";"DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FERRAMENTAS MANUAIS DIVERSAS (CHAVE AJUSTÁVEL, CHAVE FIXA, CHAVE TIPO BIELA E OUTRAS).";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=232019";694.507,22;21.786,35;
"23/2019";"PREGÃO";"DIVULGADO";"FUNDAÇÃO HEMOCENTRO DE BRASILIA/DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAIS TÉCNICOS, VISANDO ATENDER ÀS DEMANDAS DAS ÁREAS TÉCNICAS DA FHB-DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926334&modprp=5&numprp=232019";971.288,00;238.101,60;
"23/2019";"PREGÃO";"DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE CONCESSIONÁRIA AUTORIZADA PELA MONTADORA NISSAN, LOCALIZADA NO DISTRITO FEDERAL, PARA PRESTAÇÃO DE SERVIÇOS DE FORMA CONTÍNUA DURANTE O PERÍODO DE GARANTIA, DAS MANUTENÇÕES PREVENTIVAS E CORRETIVAS, COM FORNECIMENTO E APLICAÇÃO DE PEÇAS E ACESSÓRIOS GENUÍNOS, LUBRIFICANTES, ÓLEOS, ADITIVOS, HIGIENIZADORES, ALINHAMENTO E BALANCEAMENTO PARA 89 (OITENTA E NOVE) VIATURAS MARCA NISSAN, MODELO VERSA 1.6S, MOTOR 1.6 16 VÁLVULAS FLEX DE 111CV, ANOS/MODELOS 2018/2018 OU 2018/20";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=232019";1,00;447.759,30;
"23/2019";"PREGÃO";"DIVULGADO";"BANCO DE BRASÍLIA S/A";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  PRESTAÇÃO DOS SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DOS GRUPOS MOTOR-GERADOR DO ED. BRASÍLIA E DA AG. TAGUATINGA CENTRO DO BRB, PARA PERÍODO DE 30 (TRINTA) MESES";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=232019";240.000,00;28.499,70;
"23/2019";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"POLÍCIA MILITAR DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE ESCUDOS BALÍSTICOS E ANTITUMULTO COM O FIM DE ATENDER A DEMANDA DA POLÍCIA MILITAR DO DISTRITO FEDERAL, COM ESPECIFICAÇÕES CONFORME ANEXO A DO TERMO DE REFERÊNCIA., CONFORME ESPECIFICAÇÕES E QUANTIDADES ESTIMADAS DESCRITAS NO  TERMO DE REFERÊNCIA, ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926016&modprp=5&numprp=232019";38.400,00;28.498,59;
"23/2019";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTÃO";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS CONTINUADOS E SAZONAIS, VISANDO A IMPLANTAÇÃO E O FORNECIMENTO DE SOLUÇÃO GLOBAL DE CONTACT CENTER, PARA ATENDER OS CANAIS DOS SERVIÇOS DA CENTRAL DE ATENDIMENTO AO CIDADÃO DO DISTRITO FEDERAL - CENTRAL 156, ENVOLVENDO RECURSOS MATERIAIS, TECNOLÓGICOS E HUMANOS, INCLUINDO PESQUISAS QUALITATIVAS E QUANTITATIVAS, APLICAÇÃO DE MÉTODOS, TÉCNICAS E PADRÕES DE INTERAÇÃO E RELACIONAMENTO COM OS USUÁRIOS POR MEIO DE MULTICANAIS,";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925041&modprp=5&numprp=232019";12.505.835,08;9.983.778,22;
"23/2019";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"SECRETARIA DE ESTADO DE SEGURANCA PUBLICA";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESAS ESPECIALIZADAS PARA A PRESTAÇÃO DE SERVIÇO CONTÍNUO, COMUM, DE PREPARAÇÃO E FORNECIMENTO, DE QUATRO ALIMENTAÇÕES DIÁRIAS PARA PESSOAS PRIVADAS DE LIBERDADE, RECOLHIDAS NO CENTRO DE PROGRESSÃO PENITENCIÁRIA - CPP E DA PENITENCIÁRIA FEMININA DO DISTRITO FEDERAL   PFDF, UNIDADES QUE COMPÕE O SISTEMA PENITENCIÁRIO DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=450107&modprp=5&numprp=232019";55.978.668,00;22.776.048,00;
"22/2019";"DISPENSA DE LICITAÇÃO";"ENCERRADO";"EMPRESA DE ASSITENCIA TECNICA E EXT. RURAL";"MATERIAL";"OBJETO: CONTAINER DE COLETA DE LIXO EM AÇO PADRÃO SLU, CONFORME NORMAS DA ABNT, CONFECCIONADO CHAPA DE AÇO, COM 2,25MM DE ESPESSURA, REFORÇADO EM CHAPA DE AÇO INCLUSIVE BATENTES, COM CAPACIDADE APROXIMADA DE 1200 LITROS. PESO DE APROXIMADAMENTE 180 KG (QUILOS) E TAMANHO DE 1,96M(C)X1, 16M(A)X0, 92M(L), ACABAMENTO SUPERFICIAL COM ZARCÃO ANTI-FERRUGEM, COMPOSTO DE 02(DUAS) TAMPAS BI-PARTIDAS DIAMANTADAS COM PORTA CADEADO, BASCULANTES CONFECCIONADO EM CHAPA DE AÇO, COM ESPESSURA MÍNIMA DE 2 MM, BARRAS DE SUSPENSÃO,";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926241&modprp=6&numprp=222019";0,00;3.499,00;
"22/2019";"PREGÃO";"DIVULGADO";"POLÍCIA MILITAR DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO, DE MATERIAIS DE LIMPEZA, A SEREM UTILIZADOS NA LIMPEZA DE INSTALAÇÕES, VIATURAS E ÁREA DE CONVIVÊNCIA, TREINAMENTO E DESCANSO DE CANINOS E EQUINOS PERTENCENTES À PMDF E ANIMAIS DIVERSOS CAPTURADOS PELA AÇÃO DA PMDF E QUE SERÃO DEVOLVIDOS À SUA ORIGEM.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926016&modprp=5&numprp=222019";271.560,85;78.263,95;
"22/2019";"PREGÃO";"DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE CONCESSIONÁRIA AUTORIZADA PELA MONTADORA GENERAL MOTORS DO BRASIL LTDA., LOCALIZADA NO DISTRITO FEDERAL, PARA PRESTAÇÃO DE SERVIÇOS DE FORMA CONTÍNUA DURANTE O PERÍODO DE GARANTIA, DAS MANUTENÇÕES PREVENTIVAS E CORRETIVAS, COM FORNECIMENTO E APLICAÇÃO DE PEÇAS E ACESSÓRIOS GENUÍNOS, LUBRIFICANTES, ÓLEOS, ADITIVOS, HIGIENIZADORES, ALINHAMENTO E BALANCEAMENTO PARA 66 (SESSENTA E SEIS) VIATURAS MARCA GM, MODELO COBALT 1.8 MPFI LTZ, MOTOR 1.8 FLEX DE 111CV, ANOS/MODELOS 20";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=222019";2,00;624.336,24;
"22/2019";"PREGÃO";"DIVULGADO";"SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇO PARA A EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PARA SOLUÇÃO HIPERCONVERGENTE (HARDWARES E SOFTWARES), PARA ATENDER AS NECESSIDADES DESTE SENAC-DF.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926781&modprp=5&numprp=222019";2.191.590,70;1.702.921,00;
"22/2019";"PREGÃO";"DIVULGADO";"BANCO DE BRASÍLIA S/A";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA FUTURO FORNECIMENTO E INSTALAÇÃO DE NOBREAKS (UPS) MONOFÁSICOS E TRIFÁSICOS, COM BANCO DE BATERIAS, CONTEMPLANDO INSTALAÇÃO, ATIVAÇÃO E ASSISTÊNCIA TÉCNICA DURANTE O PERÍODO DE GARANTIA, A SER FORNECIDO AS DEPENDÊNCIAS DO BRB LOCALIZADAS NO DISTRITO FEDERAL, GOIÁS, MINAS GERAIS, RIO DE JANEIRO, SÃO PAULO, MATO GROSSO E MATO GROSSO DO SUL";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=925008&modprp=5&numprp=222019";16.750.000,00;1.513.869,85;
"22/2019";"PREGÃO";"DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE CONCESSIONÁRIA AUTORIZADA PELA MONTADORA GENERAL MOTORS DO BRASIL LTDA., LOCALIZADA NO DISTRITO FEDERAL, PARA PRESTAÇÃO DE SERVIÇOS DE FORMA CONTÍNUA DURANTE O PERÍODO DE GARANTIA, DAS MANUTENÇÕES PREVENTIVAS E CORRETIVAS, COM FORNECIMENTO E APLICAÇÃO DE PEÇAS E ACESSÓRIOS GENUÍNOS, LUBRIFICANTES, ÓLEOS, ADITIVOS, HIGIENIZADORES, ALINHAMENTO E BALANCEAMENTO PARA 66 (SESSENTA E SEIS) VIATURAS MARCA GM, MODELO COBALT 1.8 MPFI LTZ, MOTOR 1.8 FLEX DE 111CV, ANOS/MODELOS 20";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=222019";2,00;238.920,00;
"22/2019";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SEGURANCA PUBLICA";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, ASSEIO E CONSERVAÇÃO DE FORMA CONTÍNUA, COM FORNECIMENTO DE MATERIAIS, PARA ATENDER AS UNIDADES DA SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=450107&modprp=5&numprp=222019";12.627.833,28;9.190.430,14;
"22/2019";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"SECRETARIA DE ESTADO DE SAÚDE - GDF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE MATERIAL DE CONSUMO DE CURATIVO ABSORVENTE E OUTROS EM SISTEMA DE REGISTRO DE PREÇOS PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE SAÚDE   DF, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS CONSTANTES NO ANEXO I DO EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926119&modprp=5&numprp=222019";3.468.457,37;1.823.484,07;
"22/2019";"PREGÃO";"EVENTO DE ALTERAÇÃO DIVULGADO";"COMPANHIA DE SANEAMENTO AMBIENTAL DO DF CAESB";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA SERVIÇOS DE MANUTENÇÃO EM CILINDRO DE CLORO.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=974200&modprp=5&numprp=222019";208.719,90;195.478,04;
"21/2019";"PREGÃO";"DIVULGADO";"FUNDAÇÃO HEMOCENTRO DE BRASILIA/DF";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE MATERIAIS TÉCNICOS , CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NESTE EDITAL E SEUS ANEXOS.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926334&modprp=5&numprp=212019";60.580,00;37.166,50;
"21/2019";"PREGÃO";"DIVULGADO";"POLÍCIA MILITAR DO DISTRITO FEDERAL";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA DO RAMO DE ENGENHARIA CIVIL/ARQUITETURA PARA A PRESTAÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS ESPECIALIZADOS VISANDO A ELABORAÇÃO DE PROJETOS E ESTUDOS TÉCNICOS COM MODELAGEM EM SOFTWARE DE TECNOLOGIA BIM (BUILDING INFORMATION MODELING), DESTINADOS À OBRA DE CONSTRUÇÃO DA EDIFICAÇÃO-SEDE DO 15º BPM DA POLÍCIA MILITAR DO DISTRITO FEDERAL, CONFORME ESPECIFICAÇÕES E CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA CONSTANTE DO ANEXO I DESTE EDITAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926016&modprp=5&numprp=212019";145.866,61;86.790,60;
"21/2019";"PREGÃO";"DIVULGADO";"SECRETARIA DE ESTADO DE SEGURANCA PUBLICA";"SERVIÇO";"OBJETO: PREGÃO ELETRÔNICO -  CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE SERVIÇO CONTÍNUO COMUM DE SEGURO DE VIDA E ACIDENTES PESSOAIS, MEDIANTE A IMPLANTAÇÃO DE APÓLICE, PARA OS SERVIDORES ATIVOS DA POLÍCIA CIVIL, POLÍCIA MILITAR E DO CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL NO EXERCÍCIO DA FUNÇÃO OU EM RAZÃO DESTA, COM COBERTURAS DE MORTE ACIDENTAL, INVALIDEZ PERMANENTE TOTAL OU PARCIAL ACIDENTAL, INDEPENDENTE DA FAIXA ETÁRIA. FARÁ JUS AOS BENEFÍCIOS O SEGURADO QUE FOR VITIMADO NO ESTRITO CUM";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=450107&modprp=5&numprp=212019";2.541.600,00;1.396.800,00;
"21/2019";"PREGÃO";"EVENTO DE REABERTURA DE PRAZO DIVULGADO";"POLÍCIA CIVIL DO DISTRITO FEDERAL";"MATERIAL";"OBJETO: PREGÃO ELETRÔNICO -  AQUISIÇÃO DE BATERIAS AUTOMOTIVAS A SEREM EMPREGADAS PARA O BIÊNIO 2019/2020, NA MANUTENÇÃO DE VEÍCULOS LEVES, UTILITÁRIOS E PESADOS QUE COMPÕEM A FROTA DA POLÍCIA CIVIL DO DISTRITO FEDERAL.";"http://www.comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=926015&modprp=5&numprp=212019";368.776,95;207.494,95;
