27/08/2019;Aguardando abertura;0004/2019;31/000.111/2019;45026                         ;AQUISIÇÃO DE VEÍCULOS TIPO HATCH, SEDAN E MOTOCICLETA;SEJUSP;PREGÃO ELETRÔNICO;
27/08/2019;Aguardando abertura;0004/2019;31/000.111/2019;45153                         ;AQUISIÇÃO DE VEÍCULOS TIPO HATCH, SEDAN E MOTOCICLETA;SEJUSP;PREGÃO ELETRÔNICO;
23/08/2019;Aguardando abertura;0001/2019;31/704.719/2018;44509                         ;Aquisição de aparelhos eletrônicos tipo Smartphone.;DETRAN;PREGÃO ELETRÔNICO;
23/08/2019;Aguardando abertura;0001/2019;15/002.011/2019;                              ;AQUISIÇÃO DE ESTANTES DE AÇO ;FUNDE-PGE;PREGÃO ELETRÔNICO;
20/08/2019;Aguardando abertura;0029/2019;55/000.978/2018;                              ;1ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE COLETES E PLACAS BALÍSTICAS;SAD - 2022;PREGÃO ELETRÔNICO;
19/08/2019;Aguardando abertura;0014/2019;27/000.920/2019;                              ;AQUISIÇÃO DE COMPRESSOR DE ALTA PRESSÃO DE AR RESPIRÁVEL;FESA;PREGÃO ELETRÔNICO;
14/08/2019;Aguardando abertura;0187/2018;55/000.485/2018;                              ;3º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO GÊNEROS ALIMENTÍCIOS PARA RESIDÊNCIA INCLUSIVA NA CIDADE DE DOURADOS  MS;SAD - 2022;PREGÃO ELETRÔNICO;
14/08/2019;Encerrada;0004/2019;29/010.829/2019;45062                         ;AQUISIÇÃO DE CONJUNTO ESCOLAR CJA - 06;SED;PREGÃO ELETRÔNICO;
13/08/2019;Encerrada;0003/2019;31/300.152/2019;44177                         ;AQUISIÇÃO DE MICROCOMPUTADORES;SEJUSP;PREGÃO ELETRÔNICO;
13/08/2019;Aguardando abertura;0015/2019;27/001.093/2019;44309                         ;AQUISIÇÃO DE SERINGAS AGULHADAS;FESA;PREGÃO ELETRÔNICO;
12/08/2019;Aguardando abertura;0008/2019;55/000.960/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FÓRMULAS INFANTIS E COMPLEMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;44138                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;47125                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;50255                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;50262                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;53388                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;53793                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;57160                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
09/08/2019;Aguardando abertura;0035/2019;55/000.229/2019;57615                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS DE TELECOMUNICAÇÕES (CPCT);SAD - 2022;PREGÃO ELETRÔNICO;
08/08/2019;Suspenso;0108/2018;55/000.480/2018;                              ;1ª REPETIÇÃO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PNEUS E CAMARAS  DE AR PARA MOTO;SAD - 2022;PREGÃO ELETRÔNICO;
08/08/2019;Aguardando abertura;0013/2019;27/000.752/2019;                              ; 01º REPETIÇÃO - AQUISIÇÃO DE MEDICAMENTOS - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
05/08/2019;Aguardando abertura;0171/2018;55/000.636/2018;                              ;04ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE HORTIFRUTIGRANJEIROS - INTERIOR;SAD - 2022;PREGÃO ELETRÔNICO;
01/08/2019;Aguardando abertura;0001/2019;57/500.267/2018;43795                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56 m², no Loteamento Costa Leste, município de Paranaíba/MS.;AGEHAB;TOMADA DE PREÇOS;
01/08/2019;Aguardando abertura;0001/2019;57/500.267/2018;48424                         ;Execução das obras de construção de bases para unidades habitacionais, com área unitária de 42,56 m², no Loteamento Costa Leste, município de Paranaíba/MS.;AGEHAB;TOMADA DE PREÇOS;
30/07/2019;Deserta;0002/2019;71/600.904/2018;                              ;02º REPETIÇÃO - AQUISIÇÃO DE COMBUSTÍVEL;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
30/07/2019;Aguardando abertura;0152/2018;55/001.284/2017;                              ;2º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE VAN, MOTOCICLETA, MOTONAÚTICA E REBOCADOR;SAD - 2022;PREGÃO ELETRÔNICO;
17/07/2019;Encerrada;0005/2019;29/001.909/2019;43618                         ;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;SED;PREGÃO ELETRÔNICO;
17/07/2019;Encerrada;0005/2019;29/001.909/2019;43619                         ;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;SED;PREGÃO ELETRÔNICO;
17/07/2019;Encerrada;0005/2019;29/001.909/2019;43622                         ;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;SED;PREGÃO ELETRÔNICO;
15/07/2019;Aguardando abertura;0021/2019;55/000.292/2019;                              ;2ª REPETIÇÃO - REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE FRETAMENTO DE VANS, ÔNIBUS E CAMINHÕES;SAD - 2022;PREGÃO ELETRÔNICO;
12/07/2019;Encerrada;0007/2019;29/004.026/2019;43476                         ;AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO E SEGURANÇA (LUVAS E CALÇADOS);SED;PREGÃO ELETRÔNICO;
12/07/2019;Encerrada;0007/2019;29/004.026/2019;43477                         ;AQUISIÇÃO DE MATERIAIS DE PROTEÇÃO E SEGURANÇA (LUVAS E CALÇADOS);SED;PREGÃO ELETRÔNICO;
12/07/2019;Aguardando abertura;0012/2019;27/000.784/2019;                              ;AQUISIÇÃO DE MATERIAIS DE PRIMEIROS SOCORROS.;FESA;PREGÃO ELETRÔNICO;
10/07/2019;Encerrada;0002/2019;71/000.262/2018;43784                         ;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
10/07/2019;Encerrada;0002/2019;71/000.262/2018;45737                         ;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
10/07/2019;Encerrada;0002/2019;71/000.262/2018;46107                         ;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
10/07/2019;Encerrada;0002/2019;71/000.262/2018;47842                         ;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
10/07/2019;Encerrada;0002/2019;71/000.262/2018;48752                         ;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
10/07/2019;Encerrada;0002/2019;71/000.262/2018;49318                         ;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
10/07/2019;Encerrada;0002/2019;71/000.262/2018;50572                         ;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
09/07/2019;Aguardando abertura;0001/2019;71/600.901/2018;44040                         ;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
09/07/2019;Aguardando abertura;0001/2019;71/600.901/2018;44046                         ;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
09/07/2019;Aguardando abertura;0001/2019;71/600.901/2018;44047                         ;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
09/07/2019;Aguardando abertura;0001/2019;71/600.901/2018;44049                         ;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
04/07/2019;Encerrada;0041/2019;55/000.426/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ENVELOPES E ESTOJO PLÁSTICOS;SAD - 2022;PREGÃO ELETRÔNICO;
02/07/2019;Aguardando abertura;0033/2019;55/000.338/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ÓLEOS LUBRIFICANTES E GRAXAS;SAD - 2022;PREGÃO ELETRÔNICO;
01/07/2019;Aguardando abertura;0189/2018;55/000.811/2018;                              ;04ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE VEÍCULOS;SAD - 2022;PREGÃO ELETRÔNICO;
28/06/2019;Aguardando abertura;0002/2019;57/500.090/2019;42677                         ;Execução das obras de construção de muro de arrimo para 9 lotes no Conjunto Habitacional Caiuás Etapa I - Quadra: 03, Lotes: 01 a 09, município de Amambai/MS.;AGEHAB;CONVITE;
28/06/2019;Aguardando abertura;0006/2019;29/003.761/2019;43624                         ;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;SED;PREGÃO ELETRÔNICO;
28/06/2019;Aguardando abertura;0006/2019;29/003.761/2019;43625                         ;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;SED;PREGÃO ELETRÔNICO;
28/06/2019;Encerrada;0102/2018;27/002.923/2018;45717                         ;01º REPETIÇÃO - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO CORRETIVA, COM FORNECIMENTO DE PEÇAS, LIMPEZA, AJUSTE, CALIBRAÇÃO E VERIFICAÇÃO METROLÓGICA EM EQUIPAMENTOS DE MEDIÇÃO DE MASSA;FESA;DISPENSA DE LICITAÇÃO;
24/06/2019;Aguardando abertura;0009/2019;27/004.511/2018;43773                         ;AQUISIÇÃO DE MEDICAMENTOS - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
19/06/2019;Encerrada;0031/2018;31/300.457/2018;43352                         ;02º REPETIÇÃO - AQUISIÇÃO DE MICROCOMPUTADORES E FARDAMENTO;SEJUSP;PREGÃO ELETRÔNICO;
19/06/2019;Encerrada;0031/2018;31/300.457/2018;44213                         ;02º REPETIÇÃO - AQUISIÇÃO DE MICROCOMPUTADORES E FARDAMENTO;SEJUSP;PREGÃO ELETRÔNICO;
18/06/2019;Aguardando abertura;0003/2019;71/601.064/2018;43798                         ;AQUISIÇÃO DE RESFRIADOR DE LEITE;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
18/06/2019;Aguardando abertura;0003/2019;71/601.064/2018;43804                         ;AQUISIÇÃO DE RESFRIADOR DE LEITE;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
18/06/2019;Encerrada;0007/2018;27/003.611/2018;                              ;CREDENCIAMENTO DE PESSOAS FÍSICAS PARA ATUAR NA ESCOLA DE SAÚDE PÚBLICA DR. JORGE DAVID NASSER;FESA;CREDENCIAMENTO;
17/06/2019;Aguardando abertura;0006/2019;71/000.238/2018;42676                         ;AQUISIÇÃO DE IMPRESSORA;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
14/06/2019;Encerrada;0030/2019;55/000.271/2019;                              ;01º REPETIÇÃO - REGISTRO DE PREÇO PARA AQUISIÇÃO DE RAÇÃO DE EQUINO;SAD - 2022;PREGÃO ELETRÔNICO;
10/06/2019;Encerrada;0188/2018;55/000.495/2018;                              ;03º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO GÊNEROS ALIMENTÍCIOS PARA RESIDÊNCIA INCLUSIVA NA CIDADE DE TRÊS LAGOAS  MS;SAD - 2022;PREGÃO ELETRÔNICO;
06/06/2019;Aguardando abertura;0001/2018;31/600.379/2018;                              ;Credenciamento de empresa especializada para realização de serviços funerários para presos;AGEPEN;CREDENCIAMENTO;
05/06/2019;Encerrada;0001/2019;31/950.050/2018;                              ;AQUISIÇÃO DE CAIXA D'AGUA E MATERIAIS HIDRÁULICOS;FUNPES-MS;PREGÃO ELETRÔNICO;
04/06/2019;Encerrada;0005/2019;27/002.699/2018;46094                         ;03º REPETIÇÃO - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRATAMENTO  MÈTODO FISIOTERÁPICO MULTIPROFISSIONAL  TREINI E THERA SUIT  AÇÃO JUDICIAL;FESA;DISPENSA DE LICITAÇÃO;
04/06/2019;Encerrada;0006/2019;27/002.611/2018;46069                         ;03ºREPETIÇÃO - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRATAMENTO FISIOTERÁPICO COM MÉTODO TREINI- AÇÃO JUDICIAL.;FESA;DISPENSA DE LICITAÇÃO;
03/06/2019;Aguardando abertura;0007/2019;55/000.778/2018;                              ;03º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO - GLP;SAD - 2022;PREGÃO ELETRÔNICO;
31/05/2019;Aguardando abertura;0037/2019;55/000.531/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE COBERTORES;SAD - 2022;PREGÃO ELETRÔNICO;
31/05/2019;Aguardando abertura;0002/2019;27/004.312/2018;42481                         ;03º REPETIÇÃO - CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
23/05/2019;Encerrada;0003/2019;71/505.023/2018;                              ;AQUISIÇÃO DE PARAFUSADEIRA, SERRA TIPO MÁRMORE , MÁQUINA DE SOLDA,  MÁSCARA DE SOLDA, MARTELETE E ESMERILHADEIRA;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
23/05/2019;Encerrada;0034/2019;55/000.966/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE ALVENARIA;SAD - 2022;PREGÃO ELETRÔNICO;
23/05/2019;Encerrada;0006/2019;55/000.952/2018;                              ;02º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
22/05/2019;Aguardando abertura;0004/2019;55/000.954/2018;                              ;03º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS - AÇÃO JUDICIAL;SAD - 2022;PREGÃO ELETRÔNICO;
20/05/2019;Suspenso;0019/2019;55/000.759/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE DIETAS ENTERAIS - AÇÃO JUDICIAL;SAD - 2022;PREGÃO ELETRÔNICO;
17/05/2019;Aguardando abertura;0002/2019;31/300.399/2019;42551                         ;AQUISIÇÃO DE FARDAMENTO;SEJUSP;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;42287                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;42288                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;42289                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;48949                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;48954                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;48955                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;49299                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;49300                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;49301                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;50281                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;51654                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;51655                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54337                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54338                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54347                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54545                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54693                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54788                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54798                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;54904                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;56070                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;62066                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;62498                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;62501                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;62504                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;63637                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;63681                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;63692                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;63693                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
17/05/2019;Encerrada;0001/2019;11/005.619/2019;73041                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS TÉCNICOS DE INFORMÁTICA.;SEFAZ;PREGÃO ELETRÔNICO;
16/05/2019;Encerrada;0010/2019;55/001.001/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA A LOCAÇÃO DE ESPAÇO FISICO PARA REALIZAÇÃO DE EVENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
16/05/2019;Aguardando abertura;0005/2018;27/003.607/2018;                              ;CREDENCIAMENTO DE PESSOAS FÍSICAS PARA ATUAR NA EXECUÇÃO DO PROJETO DE EXPANSÃO DO TELESSÁUDE NO MATO GROSSO DO SUL;FESA;CREDENCIAMENTO;
15/05/2019;Encerrada;0012/2019;55/001.003/2018;                              ;REGISTRO DE PREÇO PARA AQUISIÇÃO DE PERSIANAS COM INSTALAÇÃO INCLUSA.;SAD - 2022;PREGÃO ELETRÔNICO;
14/05/2019;Aguardando abertura;0027/2019;55/000.781/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CORRELATOS HOSPITALARES;SAD - 2022;PREGÃO ELETRÔNICO;
10/05/2019;Encerrada;0014/2019;55/000.980/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE MANUTENÇÃO DE AERONAVE MODELO KING A- 100;SAD - 2022;PREGÃO ELETRÔNICO;
09/05/2019;Encerrada;0137/2018;55/000.481/2018;                              ;Registro de Preços para Aquisição de Material de Higiene Limpeza;SAD - 2022;PREGÃO ELETRÔNICO;
08/05/2019;Aguardando abertura;0022/2019;55/000.837/2018;                              ;REGISTRO DE PREÇOS PARA LOCAÇÃO DE AMBULÂNCIAS;SAD - 2022;PREGÃO ELETRÔNICO;
03/05/2019;Aguardando abertura;0146/2018;55/000.560/2018;                              ;4ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PARA ETILÔMETROS;SAD - 2022;PREGÃO ELETRÔNICO;
03/05/2019;Encerrada;0001/2019;31/500.331/2019;                              ;AQUISIÇÃO DE EQUIPAMENTO DE GRAVAÇÃO;SEJUSP;PREGÃO ELETRÔNICO;
03/05/2019;Aguardando abertura;0003/2019;27/003.014/2018;42171                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CURSO DE CAPACITAÇÃO EM DOAÇÃO DE ÓRGÃOS E TECIDOS PARA TRANSPLANTE;FESA;PREGÃO ELETRÔNICO;
03/05/2019;Encerrada;0110/2018;27/000.443/2018;                              ;01º REPETIÇÃO - AQUISIÇÃO DE REAGENTES DE TOXICOLOGIA;FESA;PREGÃO ELETRÔNICO;
